"","AirTemp","Time","FricVel","NEP","PPFD","PPFDdiff","RelHum","SoilTempA","SoilWatCont","DiffuseFract","VaporPressureDeficit"
"1",7.76467,2015-07-01 00:00:00,0.3745,2.318,13.6,13.951,68.42,8.58633,0.199,1.02580882352941,333.497827478913
"2",5.479,2015-07-02 00:00:00,0.1493,1.793,25.23333,20.05013,99.35,8.428,0.195,0.794589140632647,5.864343981091
"3",5.316,2015-07-02 01:00:00,0.1147,1.531,35.26667,25.548,99.63,8.189,0.1945,0.724423371982668,3.30052113529825
"4",5.08567,2015-07-02 01:30:00,0.1522,1.175,50,31.64183,99.68333,8.071,0.194,0.6328366,2.77981990927196
"5",5.14033,2015-07-02 02:00:00,0.1631,0.79,67.66667,40.8154,99.74667,7.95467,0.194,0.603183221518068,2.23229647580752
"6",5.346,2015-07-02 02:30:00,0.1678,-0.217,117.6,63.98873,99.94333,7.84433,0.194,0.544121853741497,0.506571786274208
"7",5.605,2015-07-02 03:00:00,0.2123,-1.493,189.06667,85.69753,100.02667,7.74967,0.194,0.453266194406449,-0.242734687052575
"8",5.88767,2015-07-02 03:30:00,0.3016,-2.954,290.83333,127.68047,96.58,7.66833,0.194,0.439015947725111,31.7432745554977
"9",6.20933,2015-07-02 04:00:00,0.3395,-3.421,332.9,168.9178,92.62667,7.61633,0.195,0.507413036948033,69.977237426924
"10",6.44433,2015-07-02 04:30:00,0.3283,-3.163,311.8,178.04953,85.96333,7.59267,0.195,0.571037620269403,135.395432677103
"11",6.31433,2015-07-02 05:00:00,0.3194,-2.997,296.93333,161.24527,83.74,7.58967,0.195,0.543035266536094,155.440403400373
"12",6.94167,2015-07-02 05:30:00,0.3664,-4.831,514.66667,192.42393,70.90333,7.60033,0.195,0.373880690583674,290.43699193284
"13",7.67933,2015-07-02 06:00:00,0.4623,-6.551,721.7,215.87567,65.48333,7.62133,0.195,0.299121061382846,362.392995732092
"14",8.047,2015-07-02 06:30:00,0.3903,-5.774,783.7,190.47513,58.64667,7.65367,0.195,0.243045974224831,445.193430316859
"15",8.45433,2015-07-02 07:00:00,0.3355,-5.882,848.7,146.60633,58.53333,7.69867,0.1945,0.172742229291858,458.945525760314
"16",8.90767,2015-07-02 07:30:00,0.3261,-6.004,938.53333,163.2186,53.39,7.758,0.194,0.173908155185069,531.956554076679
"17",9.65733,2015-07-02 08:00:00,0.4933,-6.447,1023.36667,182.46873,50.82667,7.828,0.195,0.178302396735278,590.297103187743
"18",10.066,2015-07-02 08:30:00,0.4414,-7.305,1099,220.95407,47.62759,7.92733,0.195,0.201050109190173,646.174955711547
"19",10.41233,2015-07-02 09:00:00,0.4714,-4.751,1160.16667,189.00847,45.88,8.031,0.194,0.162914928421448,683.384086602706
"20",10.56733,2015-07-02 09:30:00,0.281,-6.159,1224.46667,215.38073,43.17667,8.118,0.1935,0.175897584864437,724.98126397976
"21",11.096,2015-07-02 10:00:00,0.295,-6.061,1200.93333,500.777,42.49667,8.24267,0.194,0.416989842392,759.933560103899
"22",12.09033,2015-07-02 10:30:00,0.4964,-6.303,1298.53333,459.45433,42.23,8.501,0.193,0.35382559645196,815.366857704657
"23",12.52967,2015-07-02 11:00:00,0.4387,-6.889,1335.3,333.9194,40.06,8.899,0.193,0.250070695723807,870.798456618928
"24",13.07367,2015-07-02 11:30:00,0.4083,-7.904,1411.03333,366.84633,39.53333,9.43233,0.193,0.259984170607791,910.323769166743
"25",13.30567,2015-07-02 12:00:00,0.1868,-5.667,1326.9,338.33893,38.15667,10.08533,0.193,0.254984497701409,945.264960803762
"26",13.71933,2015-07-02 12:30:00,0.4059,-10.564,1049.7,454.52347,40.63667,10.72267,0.1925,0.433003210441078,932.143034139338
"27",14.28567,2015-07-02 13:00:00,0.4805,-10.512,1063.2,702.25467,39.01333,11.12033,0.192,0.660510411963883,993.482376806157
"28",14.43233,2015-07-02 13:30:00,0.4597,-8.764,819.4,623.556,39.05333,11.28133,0.191,0.760990969001709,1002.29781676063
"29",14.92667,2015-07-02 14:00:00,0.8057,-10.783,896.4,597.45467,40.20333,11.286,0.19,0.666504540383757,1015.2683120992
"30",15.251,2015-07-02 14:30:00,0.4477,-7.888,972.66667,610.12667,38.28667,11.206,0.19,0.627272105458286,1069.90386917449
"31",14.70433,2015-07-02 15:00:00,0.6887,-8.093,618.53333,582.68133,40.25667,11.12867,0.189,0.942037076643873,999.925144133226
"32",14.737,2015-07-02 15:30:00,0.5281,-4.278,534.06667,509.36933,40.24333,11.01067,0.189,0.95375607318839,1002.2589345242
"33",14.36233,2015-07-02 16:00:00,0.5746,-3.21,336.7,337.892,41.17667,10.88567,0.188,1.00354024354024,963.007817764466
"34",14.21967,2015-07-02 16:30:00,0.5069,-2.102,299.23333,307.8984,41.67333,10.749,0.1875,1.02895756966645,946.097896153648
"35",14.26733,2015-07-02 17:00:00,0.6278,-1.586,247.46667,253.12507,40.18333,10.59933,0.187,1.02286530141615,973.266412064097
"36",13.86,2015-07-02 17:30:00,0.7274,0.091,182.7,194.8456,41.24,10.46167,0.1865,1.06647837985769,931.144877724891
"37",13.61167,2015-07-02 18:00:00,0.5579,-0.129,143.33333,149.10373,44.82667,10.31867,0.186,1.04025860558741,860.302548596177
"38",13.35867,2015-07-02 18:30:00,0.4704,0.75,106.73333,109.6328,48.20333,10.19067,0.186,1.02716555362791,794.445685018654
"39",13.29033,2015-07-02 19:00:00,0.5025,1.091,109.56667,116.132,48.92,10.07967,0.1855,1.05992086827135,779.968075031583
"40",13.144,2015-07-02 19:30:00,0.4924,2.61,62.06667,66.2088,49.08333,9.97633,0.185,1.06673678481542,770.080412392049
"41",12.83733,2015-07-02 20:00:00,0.6136,3.116,39.66667,38.6479,52.20333,9.88567,0.185,0.974316724847334,708.534413537557
"42",12.63733,2015-07-02 20:30:00,0.7066,3.448,19.5,20.0847,53.10333,9.80133,0.1845,1.02998461538462,686.138220867907
"43",11.973,2015-07-02 21:00:00,0.6954,4.517,30.16667,32.6703,57.71,9.72067,0.184,1.08299325049798,592.282946670562
"44",11.508,2015-07-02 21:30:00,0.7022,3.947,23.36667,25.09113,61.74333,9.64233,0.184,1.07379998947218,519.582667182207
"45",11.39333,2015-07-02 22:00:00,0.7445,4.413,17.93333,18.58227,63.14,9.56633,0.184,1.03618625207923,496.826186988759
"46",10.94833,2015-07-02 22:30:00,0.6993,0.929,12.36667,12.7276,72.31333,9.49,0.184,1.02918570641895,362.319021321927
"47",8.67733,2015-07-03 02:00:00,0.5477,3.133,14.83333,14.17413,99.67667,9.119,0.1975,0.955559540575178,3.63306954703216
"48",9.392,2015-07-03 02:30:00,0.579,4.643,15.93333,16.08187,99.91333,9.08333,0.198,1.00932259609259,1.02201757601711
"49",9.60767,2015-07-03 03:00:00,0.5548,2.479,22.26667,22.08503,99.88333,9.06133,0.1985,0.99184251619124,1.3958884346207
"50",9.82467,2015-07-03 03:30:00,0.5969,1.562,37.66667,37.708,99.91,9.05,0.1995,1.00109725654007,1.09260636228555
"51",5.705,2015-07-04 00:00:00,0.3821,1.932,20.6,16.43747,83.29,8.94933,0.232,0.797935436893204,153.144188869147
"52",5.52533,2015-07-04 00:30:00,0.5338,0.814,25.2,20.77383,78.23333,8.84,0.2315,0.824358333333333,197.013867023517
"53",4.986,2015-07-04 01:00:00,0.3025,1.545,34.26667,27.8073,82.96667,8.73767,0.231,0.811497002772665,148.487066452251
"54",4.655,2015-07-04 01:30:00,0.3969,1.335,42.13333,33.2438,86.03667,8.633,0.2305,0.789014302928347,118.940205473965
"55",4.34,2015-07-04 02:00:00,0.4288,0.203,54.23333,42.82353,89.12333,8.53133,0.23,0.789616459103654,90.6246732465031
"56",4.27533,2015-07-04 02:30:00,0.4571,-0.39,96.96667,62.6134,90.42,8.43633,0.2295,0.645720844079724,79.4592099280969
"57",4.19233,2015-07-04 03:00:00,0.4742,-1.329,150.33333,91.49233,90.12667,8.34867,0.229,0.608596443649589,81.4160812110874
"58",4.14267,2015-07-04 03:30:00,0.3761,-1.791,202.9,117.86033,89.22,8.26367,0.229,0.580878905864958,88.5828046507893
"59",4.18967,2015-07-04 04:00:00,0.3078,-2.164,226.56667,149.89233,89.60667,8.19233,0.228,0.661581555663064,85.6880140998092
"60",4.03433,2015-07-04 04:30:00,0.4026,-2.77,178.43333,145.02684,90.27667,8.13633,0.228,0.812778868163252,79.2932899127651
"61",2.17533,2015-07-05 01:30:00,0.411,1.531,17.3,16.61133,99.68333,8.471,0.211,0.960192485549133,2.26348981528497
"62",2.017,2015-07-05 02:00:00,0.3873,1.295,32.23333,28.6417,99.75,8.38667,0.21,0.888574031910448,1.76682931604455
"63",2.15233,2015-07-05 02:30:00,0.449,0.77,50.63333,45.01767,99.79333,8.301,0.21,0.889091631934933,1.47480698813649
"64",2.27867,2015-07-05 03:00:00,0.3585,0.631,63.9,61.13107,99.74,8.21767,0.21,0.956667762128325,1.87219358180664
"65",2.28367,2015-07-05 03:30:00,0.4532,-0.717,96.13333,85.15987,99.48333,8.146,0.21,0.885851660397076,3.72173706598949
"66",2.114,2015-07-05 04:00:00,0.5018,-1.053,135.56667,118.14227,99.31667,8.087,0.21,0.87146988267839,4.86293250250731
"67",2.19867,2015-07-05 04:30:00,0.5491,-1.254,163.93333,141.14707,98.92333,8.04,0.21,0.861002884526289,7.70865346656115
"68",2.40267,2015-07-05 05:00:00,0.5169,-1.562,178,164.202,98.84667,7.99567,0.21,0.922483146067416,8.37864971441434
"69",2.65967,2015-07-05 05:30:00,0.5084,-1.403,194.56667,182.24147,97.34,7.956,0.21,0.936653076295133,19.6813302338662
"70",2.87833,2015-07-05 06:00:00,0.6314,-2.32,249.36667,229.04787,91.85333,7.92933,0.21,0.918518380984917,61.2217227339123
"71",3.15633,2015-07-05 06:30:00,0.5686,-2.502,385.63333,332.08147,87.28667,7.91667,0.21,0.861132698255102,97.4433360098102
"72",3.69,2015-07-05 07:00:00,0.6393,-4.125,479.23333,323.54707,80.01034,7.906,0.21,0.675134740732661,159.107069201766
"73",4.11633,2015-07-05 07:30:00,0.5877,-4.263,652.93333,333.0948,76.79,7.91667,0.21,0.510151319737346,190.371320339548
"74",4.89,2015-07-05 08:00:00,0.6158,-3.645,753,403.69533,73.01,7.93867,0.21,0.536115976095618,233.711538555272
"75",4.88133,2015-07-05 08:30:00,0.5878,-5.637,970.63333,383.23347,72.7,7.99167,0.2095,0.394828261254948,236.252727791015
"76",4.36767,2015-07-05 09:00:00,0.6554,-2.783,606.46667,340.33853,77.38667,8.04133,0.209,0.561182579085509,188.781029158323
"77",4.17667,2015-07-05 09:30:00,0.4583,-4.439,984.8,335.27613,86.13913,8.103,0.209,0.340450984971568,114.171860056662
"78",3.82867,2015-07-05 10:00:00,0.673,-4.182,456.73333,320.1028,84.57143,8.17767,0.209,0.700852727345298,124.010085142157
"79",3.999,2015-07-05 10:30:00,0.7851,-6.168,638.73333,527.39667,85.26,8.25567,0.208,0.825691482234065,119.905497433314
"80",4.991,2015-07-05 11:00:00,0.5818,-5.744,1031.66667,506.87933,76.31,8.33767,0.208,0.491320835246136,206.588299330486
"81",5.59233,2015-07-05 11:30:00,0.8708,-5.223,1010.2,526.6596,70.63,8.52167,0.208,0.521341912492576,267.073356107026
"82",6.09133,2015-07-05 12:00:00,0.7204,-4.61,1148.33333,640.053,64.33333,8.811,0.209,0.557375618453921,335.74701392055
"83",6.80333,2015-07-05 12:30:00,0.7167,-3.512,1014.73333,509.41833,61.74333,9.16833,0.209,0.502021876033184,378.256160078892
"84",6.64567,2015-07-05 13:00:00,0.7525,-5.092,748.06667,433.31593,63.96333,9.51433,0.208,0.579247742717905,352.461138029087
"85",6.584,2015-07-05 13:30:00,0.6653,-2.533,1014.33333,469.08233,67.64483,9.69667,0.207,0.462453826692257,315.112314980116
"86",7.73467,2015-07-05 14:00:00,0.7957,-4.414,1158.2,328.33887,55.2,9.73833,0.207,0.283490649283371,472.138832877087
"87",7.51267,2015-07-05 14:30:00,0.826,-1.765,999.53333,390.46367,60.36333,9.76267,0.2065,0.390645972756106,411.435914266261
"88",6.86767,2015-07-05 15:00:00,0.548,-3.481,837.53333,400.01567,64.24333,9.761,0.206,0.477611643228575,355.105340655287
"89",6.285,2015-07-05 15:30:00,0.8371,-6.056,706.83333,499.04713,73.45172,9.683,0.206,0.706032255156955,253.279515006078
"90",6.287,2015-07-05 16:00:00,0.5335,-3.225,613.86667,457.32233,69.29667,9.588,0.206,0.744986415372576,292.960555064504
"91",6.46333,2015-07-05 16:30:00,0.6936,-5.081,680.6,307.6178,67.84667,9.517,0.205,0.451980311489862,310.55250039891
"92",6.85567,2015-07-05 17:00:00,0.6694,-5.934,628.23333,321.6082,64.54667,9.43,0.205,0.511924765277894,351.802489817287
"93",6.088,2015-07-05 17:30:00,0.6835,-3.44,388.93333,294.05833,69.38333,9.349,0.2045,0.756063590641615,288.142618887625
"94",6.253,2015-07-05 18:00:00,0.4734,-3.755,607.4,184.41567,70.47333,9.258,0.204,0.303614866644715,281.072351204213
"95",5.95267,2015-07-05 18:30:00,0.4485,-0.64,164.16667,116.4242,68.61333,9.183,0.204,0.709182929762783,292.63515587612
"96",6.51567,2015-07-05 19:00:00,0.5866,-1.37,311.5,129.7746,61.77,9.087,0.2035,0.416611878009631,370.578965186104
"97",6.01433,2015-07-05 19:30:00,0.5575,-2.273,216.8,154.73247,64.46,8.94367,0.203,0.71371065498155,332.776664496188
"98",5.912,2015-07-05 20:00:00,0.6079,-2.183,218.5,117.9026,65.55,8.805,0.203,0.5396,320.292654334832
"99",5.27433,2015-07-05 20:30:00,0.4478,-0.874,118.63333,82.35273,70.67333,8.68667,0.203,0.694178693289651,260.845508734898
"100",4.92467,2015-07-05 21:00:00,0.5424,-0.019,83,53.99327,73.21,8.57567,0.2025,0.650521325301205,232.542230115699
"101",4.22367,2015-07-05 21:30:00,0.3182,0.641,72.23333,49.045,79.78667,8.46367,0.202,0.678980188231665,167.047793608203
"102",3.69167,2015-07-05 22:00:00,0.1976,1.069,49.03333,32.26607,83.40667,8.34767,0.202,0.658043620533217,132.089652518002
"103",3.234,2015-07-05 22:30:00,0.1978,1.299,36,24.84683,87.75667,8.23133,0.2015,0.690189722222222,94.358813910516
"104",2.57333,2015-07-05 23:00:00,0.1521,1.483,24.6,18.2231,90.38333,8.10767,0.201,0.740776422764228,70.7176470298132
"105",2.29,2015-07-05 23:30:00,0.2023,1.601,17.73333,14.6668,94.35,7.98033,0.201,0.827075343435215,40.7171300806228
"106",5.768,2015-07-21 07:30:00,0.4837,0.454,125.3,113.1406,100.14333,9.08167,0.214,0.902957701516361,-1.31934842791486
"107",5.80433,2015-07-21 08:00:00,0.4479,-0.158,130.23333,121.14167,100.12333,9.064,0.214,0.930189453037867,-1.13811301940495
"108",5.89833,2015-07-21 08:30:00,0.4912,-0.242,154.56667,143.32833,100.15333,9.05167,0.2135,0.927291310604026,-1.42420842794604
"109",5.91433,2015-07-21 09:00:00,0.5118,-0.576,175.1,162.4558,100.14333,9.044,0.213,0.9277886921759,-1.33279992416283
"110",6.074,2015-07-21 09:30:00,0.4341,-0.36,191.53333,179.9566,100.17,9.04,0.213,0.939557621642145,-1.598371802305
"111",6.11267,2015-07-21 10:00:00,0.5397,-0.784,206.93333,196.0462,100.15,9.04067,0.213,0.94738822402365,-1.41410594003071
"112",6.23767,2015-07-21 10:30:00,0.4621,-1.014,214.96667,205.5662,100.16333,9.04733,0.213,0.956270104570164,-1.55313647600315
"113",6.57067,2015-07-21 11:00:00,0.4821,-1.953,363.13333,342.35767,100.22333,9.055,0.212,0.94278779091966,-2.17305069641623
"114",6.70867,2015-07-21 11:30:00,0.552,-2.264,290.36667,270.1966,100.19333,9.07433,0.212,0.93053586349976,-1.89910754074788
"115",6.72267,2015-07-21 12:00:00,0.4703,-1.826,279.8,267.958,100.11,9.10633,0.212,0.957676912080057,-1.08158701574644
"116",6.90133,2015-07-21 12:30:00,0.4801,-1.82,314.73333,292.82627,100.15667,9.13933,0.212,0.93039485204824,-1.55951917089635
"117",7.094,2015-07-21 13:00:00,0.3788,-2.298,242.23333,231.19107,100.10333,9.17467,0.212,0.954414778511281,-1.04226246081407
"118",7.325,2015-07-21 13:30:00,0.4171,-1.981,255.23333,243.238,100.07,9.20767,0.212,0.953002493835738,-0.717340981674397
"119",7.489,2015-07-21 14:00:00,0.3516,-1.597,207.6,198.67587,100.00333,9.23933,0.211,0.957012861271676,-0.0345101053364942
"120",7.77633,2015-07-21 14:30:00,0.3837,-2.632,266.86667,259.74467,99.98,9.266,0.211,0.973312515946633,0.211376359169662
"121",8.081,2015-07-21 15:00:00,0.3552,-3.483,323,309.302,99.82,9.28967,0.211,0.95759133126935,1.94229823977184
"122",8.47767,2015-07-21 15:30:00,0.3778,-3.595,334.5,320.12653,99.64,9.32633,0.2105,0.957029985052317,3.99072895572885
"123",8.478,2015-07-21 16:00:00,0.4314,-1.631,209.46667,198.8732,99.51333,9.37267,0.21,0.949426464840445,5.39503206377526
"124",8.38967,2015-07-21 16:30:00,0.3663,-1.359,202.43333,195.2316,99.63,9.41933,0.21,0.964424188447624,4.0771595577537
"125",8.36933,2015-07-21 17:00:00,0.3554,-1.452,207.3,199.09507,99.65667,9.45133,0.2095,0.960420019295707,3.77805228017746
"126",8.50867,2015-07-21 17:30:00,0.3199,-0.788,175.03333,166.22787,99.57,9.47467,0.209,0.949692667105174,4.77673832971095
"127",8.63467,2015-07-21 18:00:00,0.3223,-0.085,142.63333,136.60227,99.48,9.48733,0.209,0.957716334604261,5.82607333476813
"128",8.69267,2015-07-21 18:30:00,0.3268,0.49,117,110.74733,99.5,9.49,0.209,0.946558376068376,5.62404682043552
"129",8.49467,2015-07-21 19:00:00,0.3035,2.359,37.63333,35.12503,99.47,9.49033,0.2085,0.933348975495923,5.88201939049645
"130",8.24933,2015-07-21 19:30:00,0.1864,2.207,42.4,40.9009,99.61,9.48133,0.208,0.964643867924528,4.25677118337671
"131",8.21167,2015-07-21 20:00:00,0.1946,2.755,20.36667,18.96407,99.72667,9.453,0.2075,0.931132580829365,2.97571378175121
"132",8.17067,2015-07-21 20:30:00,0.2983,2.851,16.2,14.95843,99.85,9.417,0.207,0.92335987654321,1.62848692057264
"133",7.982,2015-07-21 21:00:00,0.2534,2.947,11.33333,10.1392,99.9,9.37767,0.207,0.894635557245752,1.0718052267348
"134",6.962,2015-07-22 02:30:00,0.4261,2.221,16.76667,15.27263,99.98667,8.95233,0.205,0.91089226423613,0.133243274896245
"135",6.817,2015-07-22 03:00:00,0.452,2.59,19.2,17.72447,99.95667,8.92367,0.205,0.923149479166667,0.42882078351272
"136",6.70433,2015-07-22 03:30:00,0.4687,2.379,19.73333,18.27917,99.96667,8.90067,0.205,0.926309447011731,0.327307445548058
"137",6.62533,2015-07-22 04:00:00,0.3947,2.564,20.03333,18.5952,99.97667,8.87733,0.204,0.928213132814165,0.227862545459629
"138",6.563,2015-07-22 04:30:00,0.4361,1.491,29.33333,28.04743,99.99,8.85167,0.205,0.956162495018465,0.0972508149436635
"139",6.46667,2015-07-22 05:00:00,0.4174,1.267,42.13333,40.82947,99.97333,8.82667,0.205,0.969053953247939,0.257651176069885
"140",6.40967,2015-07-22 05:30:00,0.4274,1.475,53.53333,51.81187,99.99,8.802,0.205,0.967843210949141,0.096227998007862
"141",6.46033,2015-07-22 06:00:00,0.5267,0.421,85.9,83.42893,100.00333,8.78033,0.205,0.971233178114086,-0.0321561056151722
"142",6.51733,2015-07-22 06:30:00,0.471,0.494,89.33333,85.6604,100.03333,8.76333,0.205,0.958885110406161,-0.323118243926046
"143",6.65233,2015-07-22 07:00:00,0.4203,0.601,84.13333,80.67267,100.04,8.752,0.205,0.9588669555811,-0.391404450806021
"144",6.73867,2015-07-22 07:30:00,0.4012,0.221,109.63333,105.12813,100.05333,8.74133,0.206,0.958906657309415,-0.524950748257538
"145",6.765,2015-07-22 08:00:00,0.4599,0.655,107.56667,102.35587,100.02333,8.73767,0.2075,0.951557485232182,-0.230063916266317
"146",6.84567,2015-07-22 08:30:00,0.436,-0.57,150.3,143.79053,100.05667,8.735,0.211,0.956690153027279,-0.561948491587145
"147",6.97,2015-07-22 09:00:00,0.5349,-0.554,171.16667,162.58093,100.06667,8.736,0.215,0.949839884131648,-0.666782574216995
"148",7.08967,2015-07-22 09:30:00,0.4752,-0.225,162.66667,155.85987,100.08,8.74367,0.2185,0.958154918890268,-0.80669919616912
"149",7.241,2015-07-22 10:00:00,0.5191,-0.556,174.8,165.70413,100.09333,8.755,0.2215,0.947964130434782,-0.950932450231335
"150",7.274,2015-07-22 10:30:00,0.5368,-0.319,167.7,159.42253,100.07333,8.773,0.2235,0.950641204531902,-0.748845321078647
"151",7.31267,2015-07-22 11:00:00,0.4448,-0.549,161,153.894,100.04667,8.79433,0.2255,0.955863354037267,-0.477857783312629
"152",7.479,2015-07-22 11:30:00,0.4189,-0.372,155.93333,150.28653,100.09667,8.813,0.2265,0.963787087725248,-1.00114442783206
"153",7.53267,2015-07-22 12:00:00,0.4715,-0.52,160.23333,154.1258,100.08,8.82933,0.227,0.961883523234523,-0.831551034146059
"154",7.59367,2015-07-22 12:30:00,0.5175,-0.771,166.5,162.401,100.07,8.84733,0.228,0.975381381381381,-0.730647169205668
"155",7.75933,2015-07-22 13:00:00,0.5165,-0.87,206.73333,199.36847,100.10333,8.86267,0.228,0.964375071982829,-1.09080986153322
"156",7.79,2015-07-22 13:30:00,0.5308,-0.908,223.36667,219.23833,100.08667,8.88167,0.228,0.981517654357295,-0.916854183329633
"157",7.956,2015-07-22 14:00:00,0.4801,-1.452,276.16667,264.4746,100.11667,8.906,0.228,0.957662993872505,-1.24826222328011
"158",8.03867,2015-07-22 14:30:00,0.5226,-1.389,255.16667,247.50287,100.05333,8.944,0.2285,0.969965513129125,-0.573803956907568
"159",8.06267,2015-07-22 15:00:00,0.5593,-1.449,251.1,243.87407,100.03333,8.98267,0.2295,0.971222899243329,-0.359200443917189
"160",8.25833,2015-07-22 15:30:00,0.5263,-1.91,283.7,277.00687,100.03667,9.02367,0.23,0.976407719421925,-0.400490544754348
"161",8.55567,2015-07-22 16:00:00,0.4313,-1.717,267.76667,261.3002,100.08,9.063,0.23,0.975850355087136,-0.891532479897023
"162",8.426,2015-07-22 16:30:00,0.4461,-0.244,160.83333,149.06127,99.91,9.10433,0.23,0.926805843042608,0.994190304277936
"163",8.412,2015-07-22 17:00:00,0.4525,-0.462,146.96667,143.17007,99.94,9.14233,0.23,0.97416693186285,0.662164011783943
"164",8.46533,2015-07-22 17:30:00,0.3655,0.537,112.86667,105.5338,99.97333,9.162,0.23,0.93503068709301,0.295399084409155
"165",8.47467,2015-07-22 18:00:00,0.3108,1.334,79.46667,75.82927,99.97333,9.173,0.2305,0.954227350913282,0.295586336195811
"166",8.49233,2015-07-22 18:30:00,0.2859,0.897,97.73333,95.14233,99.99667,9.17233,0.233,0.973489085043966,0.0369509730358004
"167",8.387,2015-07-22 19:00:00,0.2554,2.041,50.5,47.11083,99.90333,9.17,0.2355,0.932887722772277,1.06504749811643
"168",8.341,2015-07-22 19:30:00,0.3097,2.114,47.36667,45.21273,99.92667,9.164,0.237,0.954526252320461,0.805382801266205
"169",8.31333,2015-07-22 20:00:00,0.3399,2.326,38.83333,36.28687,99.94,9.14967,0.237,0.934425917118105,0.65774211776943
"170",8.22267,2015-07-22 20:30:00,0.3485,2.521,30.7,29.07363,99.94667,9.131,0.237,0.947023778501629,0.581032237678528
"171",8.20033,2015-07-22 21:00:00,0.3197,2.819,19,17.91017,99.96333,9.10967,0.237,0.94264052631579,0.398914575700246
"172",8.138,2015-07-22 21:30:00,0.3302,3.003,11.6,10.22933,99.98,9.08567,0.2365,0.881838793103448,0.216649599064567
"173",7.65133,2015-07-23 02:30:00,0.1846,2.902,14.6,12.9055,100.1,8.81533,0.232,0.883938356164384,-1.04790143757532
"174",7.667,2015-07-23 03:00:00,0.2227,2.72,21.36667,19.40797,100.10667,8.79767,0.232,0.908329187468146,-1.11899338817284
"175",7.67267,2015-07-23 03:30:00,0.1895,2.41,32.96667,30.29133,100.11333,8.77633,0.2315,0.918847126506863,-1.18931878297758
"176",7.689,2015-07-23 04:00:00,0.1876,2.244,39.3,36.67193,100.10333,8.76267,0.231,0.933127989821883,-1.08558566074544
"177",7.692,2015-07-23 04:30:00,0.2166,1.881,53.26667,50.13753,100.10667,8.75367,0.231,0.941255197668636,-1.12090530445994
"178",7.725,2015-07-23 05:00:00,0.2028,1.38,73.1,69.37593,100.13667,8.74633,0.23,0.94905512995896,-1.43938921830772
"179",7.836,2015-07-23 05:30:00,0.2125,0.519,108.76667,103.63407,100.19,8.74167,0.23,0.95281091165152,-2.01626575050932
"180",7.90067,2015-07-23 06:00:00,0.2145,0.213,122.1,115.5594,100.17,8.75033,0.23,0.946432432432432,-1.81199921006214
"181",7.93433,2015-07-23 06:30:00,0.2577,0.358,116.2,109.91247,100.16,8.76133,0.23,0.945890447504303,-1.70932779578152
"182",7.99633,2015-07-23 07:00:00,0.2638,0.556,108.3,103.95513,100.13333,8.77833,0.23,0.959881163434903,-1.4304334261999
"183",7.951,2015-07-23 07:30:00,0.1975,-0.414,150.06667,159.5242,100.14667,8.798,0.2305,1.06302218873785,-1.56870027225
"184",7.95533,2015-07-23 08:00:00,0.2175,-4.658,393.4,380.38927,100.12667,8.819,0.248,0.966927478393493,-1.35519120735489
"185",8.50067,2015-07-23 08:30:00,0.1786,-6.222,556.3,468.929,100.02333,8.85633,0.2495,0.842942656839835,-0.259025234411183
"186",8.83233,2015-07-23 09:00:00,0.2336,-4.667,404.66667,344.14287,99.56333,8.92533,0.2485,0.850435421330845,4.95835571969064
"187",8.95367,2015-07-23 09:30:00,0.2088,-4.872,424.36667,420.61967,99.45,9.01767,0.247,0.991170371603406,6.2966580014845
"188",9.109,2015-07-23 10:00:00,0.3378,-3.918,352.83333,358.1034,99.45333,9.119,0.246,1.01493642904994,6.32453686212739
"189",9.10267,2015-07-23 10:30:00,0.3342,-5.012,441.03333,451.37167,99.27667,9.22033,0.2445,1.02344117620317,8.36477778172662
"190",9.417,2015-07-23 11:00:00,0.3329,-6.05,558.6,539.91567,98.31,9.31367,0.243,0.966551503759398,19.9621513863692
"191",9.71333,2015-07-23 11:30:00,0.2773,-3.992,367.36667,348.17913,98.72667,9.41433,0.242,0.94777005763751,15.3431977874475
"192",9.63333,2015-07-23 12:00:00,0.3221,-3.244,316.23333,313.0968,98.82,9.50833,0.2405,0.990081595763482,14.1423824845465
"193",9.677,2015-07-23 12:30:00,0.3651,-3.628,342.73333,341.96933,98.59333,9.571,0.2395,0.997770861678378,16.9085841219187
"194",9.87233,2015-07-23 13:00:00,0.3337,-4.577,417.56667,421.244,97.24,9.61367,0.2385,1.00880656973891,33.6139082739367
"195",9.72533,2015-07-23 13:30:00,0.3927,-3.823,357.7,363.1,93.41667,9.65167,0.237,1.01509644953872,79.3908694756772
"196",9.54733,2015-07-23 14:00:00,0.3521,-4.104,376.9,397.852,92.44,9.691,0.236,1.05559034226585,90.0847469463486
"197",9.677,2015-07-23 14:30:00,0.1411,-3.259,319.63333,332.7896,88.89,9.72567,0.235,1.04116050725999,133.545443916851
"198",9.71633,2015-07-23 15:00:00,0.2468,-3.173,314.8,323.89147,85.04483,9.757,0.2335,1.02888014612452,180.241077402593
"199",9.64233,2015-07-23 15:30:00,0.2902,-3.285,321.46667,319.532,89.48333,9.777,0.2325,0.993981740004337,126.119286966564
"200",9.158,2015-07-23 16:00:00,0.3082,-1.129,197.56667,196.82267,93.02667,9.79567,0.2315,0.996234182617949,80.9430862237007
"201",8.929,2015-07-23 16:30:00,0.2265,-0.177,151.56667,157.59813,95.61,9.801,0.2305,1.03979410512879,50.1750481374638
