"","AirTemp","Time","FricVel","NEP","PPFD","PPFDdiff","RelHum","SoilTempA","SoilWatCont","DiffuseFract","VaporPressureDeficit"
"985",8.89567,2015-08-14 18:30:00,0.633,1.318,48.49233,48.1054,85.73333,10.711,0.206,0.992020799990431,162.692423077043
"986",8.75767,2015-08-14 19:00:00,0.6238,2.231,30.92567,30.89133,87.7,10.64967,0.206,0.998889595601324,138.961768910739
"987",8.68067,2015-08-14 19:30:00,0.5896,1.872,22.52567,22.9791,90.44667,10.58633,0.206,1.02012947894558,107.369452198336
"988",8.60367,2015-08-14 20:00:00,0.7178,2.277,11.459,10.86093,92.56,10.52467,0.206,0.947807836634959,83.1827377934319
"989",7.383,2015-08-15 04:00:00,0.5951,2.052,10.48767,11.15303,95.48667,9.929,0.204,1.06344211822073,46.4354147406009
"990",7.41567,2015-08-15 04:30:00,0.6387,2.287,16.88767,18.24387,95.8,9.89867,0.204,1.08030711163825,43.308447627293
"991",7.49967,2015-08-15 05:00:00,0.6779,1.677,26.65433,28.8186,95.36333,9.87033,0.204,1.08119768908091,48.0867193549838
"992",7.50033,2015-08-15 05:30:00,0.7004,2.492,27.48767,29.62183,96.07333,9.84467,0.204,1.07764062941675,40.7251757961819
"993",7.55267,2015-08-15 06:00:00,0.6264,1.159,44.121,47.811,95.87,9.82267,0.204,1.08363364384307,42.9875564325185
"994",7.684,2015-08-15 06:30:00,0.6075,0.423,68.78767,76.179,95.22,9.806,0.204,1.10745137900441,50.2015692654259
"995",7.75967,2015-08-15 07:00:00,0.6632,0.487,87.75433,91.6862,94.23333,9.79133,0.204,1.04480542441609,60.8776391613667
"996",7.805,2015-08-15 07:30:00,0.5233,-0.586,121.88767,127.32247,95.47333,9.784,0.203,1.04458859538459,47.9352198437456
"997",8.00333,2015-08-15 08:00:00,0.7486,-1.681,164.68767,172.1886,93.23667,9.78733,0.203,1.04554639700713,72.5951155010998
"998",8.256,2015-08-15 08:30:00,0.9148,-3.547,227.48767,234.2782,90.11667,9.796,0.203,1.02985010132637,107.923464813297
"999",8.27167,2015-08-15 09:00:00,0.7873,-3.119,235.78767,234.24193,91.81667,9.815,0.203,0.993444356102251,89.4551093599601
"1000",8.56133,2015-08-15 09:30:00,0.6816,-4.181,304.121,308.81047,89.81333,9.84333,0.203,1.01541975069134,113.565410715337
"1001",8.91967,2015-08-15 10:00:00,0.7719,-4.868,309.321,308.42967,87.45,9.881,0.203,0.997118430368452,143.348483249954
"1002",9.20333,2015-08-15 10:30:00,0.7284,-4.857,360.05433,346.52673,84.25333,9.926,0.203,0.9624290034229,183.339590214615
"1003",9.228,2015-08-15 11:00:00,0.6782,-3.647,308.55433,304.1342,83.67,9.98333,0.203,0.985674710836176,190.447923841968
"1004",9.46667,2015-08-15 11:30:00,0.6116,-5.405,439.35433,439.11873,83.73,10.03667,0.203,0.999463758556789,192.823627071708
"1005",9.62733,2015-08-15 12:00:00,0.6458,-3.516,418.05433,410.6016,80.14333,10.10033,0.202,0.982172819499322,237.8876264501
"1006",9.602,2015-08-15 12:30:00,0.5656,-1.774,291.75433,265.64693,79.74667,10.17,0.202,0.910515809653965,242.226922738665
"1007",9.562,2015-08-15 13:00:00,0.751,-5.352,399.021,389.55627,81.12333,10.23967,0.202,0.976280120595157,225.155895165554
"1008",9.433,2015-08-15 13:30:00,0.6628,-3.366,271.45433,250.77867,80.77667,10.29633,0.202,0.923833743967171,227.309229584279
"1009",9.51433,2015-08-15 14:00:00,0.6368,-3.341,320.021,309.8656,81.03,10.346,0.201,0.968266457513726,225.544774981481
"1010",9.49067,2015-08-15 14:30:00,0.7053,-3.361,297.75433,283.38453,80.91333,10.38433,0.201,0.95173940879382,226.570971666811
"1011",9.409,2015-08-15 15:00:00,0.6015,-1.175,230.821,217.87627,82.52667,10.41767,0.201,0.94391875089355,206.282502921657
"1012",9.416,2015-08-15 15:30:00,0.6785,-1.484,212.021,219.86133,83.53667,10.437,0.2005,1.03697902566255,194.450508712049
"1013",9.52367,2015-08-15 16:00:00,0.6988,-0.532,151.78767,138.56853,83.02333,10.44067,0.2,0.912910317419063,201.971839836725
"1014",9.55533,2015-08-15 16:30:00,0.6557,-1.564,203.35433,200.17707,82.16333,10.43,0.2,0.984375744544018,212.655642085486
"1015",9.487,2015-08-15 17:00:00,0.6655,-1.106,204.28767,193.2256,77.78667,10.41633,0.2,0.945850525389026,263.621315455974
"1016",9.88167,2015-08-15 17:30:00,0.716,-4.425,364.38767,181.68853,75.19667,10.397,0.2,0.498613276349334,302.267883703445
"1017",9.63067,2015-08-15 18:00:00,0.5789,-1.471,229.45433,157.5936,76.07333,10.37067,0.1995,0.686819028431497,286.711549835098
"1018",9.435,2015-08-15 18:30:00,0.4753,-0.744,164.521,120.59947,76.94667,10.34533,0.199,0.733033898408106,272.634359125203
"1019",9.12867,2015-08-15 19:00:00,0.5207,-0.123,116.65433,80.47787,80.66333,10.317,0.199,0.689883264513199,224.007064217633
"1020",8.56867,2015-08-15 19:30:00,0.3868,0.783,82.321,54.31573,86.17667,10.274,0.199,0.659804059717448,154.185177681644
"1021",8.11433,2015-08-15 20:00:00,0.3657,1.817,37.721,27.74847,89.79,10.213,0.198,0.735623923013706,110.421648769096
"1022",7.645,2015-08-15 20:30:00,0.4778,2.063,14.121,9.15111,92.17667,10.131,0.198,0.648049713193117,81.9453499928086
"1023",4.22467,2015-08-16 04:30:00,0.0896,-0.763,124.13233,54.0128,99.84667,8.633,0.197,0.435122743607568,1.26724481788108
"1024",4.51367,2015-08-16 05:00:00,0.1917,-2.159,194.93233,69.4848,99.92333,8.562,0.197,0.356456007066657,0.646644949296046
"1025",4.94633,2015-08-16 05:30:00,0.1767,-3.672,293.36567,75.4048,100.00667,8.505,0.197,0.257033483161135,-0.0579845032772255
"1026",5.35233,2015-08-16 06:00:00,0.1545,-4.678,384.96567,91.48053,99.79333,8.46033,0.197,0.237632955686672,1.84823236579859
"1027",6.37967,2015-08-16 06:30:00,0.237,-5.373,483.86567,98.72747,98.72333,8.43,0.197,0.204039005288389,12.2597330252803
"1028",6.942,2015-08-16 07:00:00,0.161,-5.837,575.46567,107.53707,93.09667,8.41967,0.197,0.186869652884767,68.9091863186552
"1029",8.071,2015-08-16 08:00:00,0.3068,-6.405,766.93233,147.8656,80.76667,8.465,0.1975,0.192801364887043,207.396914366457
"1030",8.78233,2015-08-16 08:30:00,0.1576,-6.528,852.16567,165.54133,69.97667,8.51733,0.1975,0.194259562228082,339.761320180772
"1031",9.57067,2015-08-16 09:00:00,0.3096,-6.47,868.86567,161.56373,65.79333,8.58333,0.197,0.185947880758138,408.24600192298
"1032",10.06467,2015-08-16 09:30:00,0.3154,-6.528,933.76567,173.75573,61.37667,8.66367,0.197,0.186080657687919,476.495267760831
"1033",10.62167,2015-08-16 10:00:00,0.3334,-6.564,1004.999,176.04373,55.87667,8.785,0.197,0.175168064843846,564.991900779167
"1034",11.163,2015-08-16 10:30:00,0.1191,-6.556,1060.76567,176.51413,51.48,8.971,0.196,0.166402566553648,644.073721550335
"1035",11.94533,2015-08-16 11:00:00,0.2663,-6.474,1089.43233,176.3872,49.63333,9.16833,0.196,0.161907440363919,704.112625793535
"1036",12.80767,2015-08-16 11:30:00,0.3305,-6.354,1105.53233,175.5168,43.39333,9.406,0.196,0.158762249856592,837.504433842309
"1037",13.46367,2015-08-16 12:00:00,0.245,-6.224,1105.66567,174.821,46.42,9.738,0.196,0.15811379944536,827.44326734862
"1038",14.136,2015-08-16 12:30:00,0.3797,-6.075,1094.96567,172.75487,48.02,10.06067,0.196,0.15777195096902,838.591430273956
"1039",14.632,2015-08-16 13:00:00,0.3569,-5.923,1070.33233,174.70047,47.13,10.41733,0.195,0.163220772748217,880.76426145744
"1040",15.50633,2015-08-16 14:00:00,0.3752,-5.583,988.16567,173.6498,47.24,11.04533,0.1935,0.175729440185875,929.797246713995
"1041",15.926,2015-08-16 14:30:00,0.3877,-5.273,863.93233,176.87327,46.60667,11.20533,0.1925,0.204730467720776,966.580876385174
"1042",15.90567,2015-08-16 15:00:00,0.3833,-5.191,836.56567,219.97407,45.13,11.37433,0.192,0.262948956535594,992.023191446078
"1043",16.703,2015-08-16 15:30:00,0.4908,-6.898,805.46567,213.077,39.44333,11.52067,0.1915,0.264538897107806,1151.89703858103
"1044",16.816,2015-08-16 16:00:00,0.2744,-4.651,703.099,186.02207,31.68966,11.612,0.191,0.264574505155035,1308.74191660121
"1045",17.02667,2015-08-16 16:30:00,0.3778,-4.363,633.33233,172.597,37.59,11.63933,0.1905,0.272522010679606,1211.77899415355
"1046",16.55733,2015-08-16 17:00:00,0.3879,-2.514,348.83233,114.501,41.6931,11.623,0.19,0.32824079121336,1098.88133322692
"1047",15.76267,2015-08-16 17:30:00,0.2708,-1.207,240.43233,96.72607,45.11,11.58133,0.1895,0.402300597427975,983.34994710862
"1048",16.347,2015-08-16 18:00:00,0.3895,-2.565,348.13233,133.38207,46.87,11.471,0.189,0.383136119532478,987.999926946749
"1049",16.06667,2015-08-16 18:30:00,0.3838,-1.427,255.26567,109.0322,50.18667,11.34133,0.189,0.427132250098495,909.911267749267
"1050",15.49233,2015-08-16 19:00:00,0.3216,0.386,147.76567,74.7282,52.23667,11.23033,0.188,0.505720983771129,840.984843711383
"1051",14.90467,2015-08-16 19:30:00,0.2265,1.866,76.46567,48.94153,55.62333,11.10267,0.188,0.640045787867941,752.38998622032
"1052",14.26067,2015-08-16 20:00:00,0.2972,2.789,34.499,27.41219,57.14,10.959,0.187,0.794579263167048,697.066745258564
"1053",13.72767,2015-08-16 20:30:00,0.3282,3.289,11.53233,6.01065,57.58,10.81467,0.187,0.521199965661753,666.45454389312
"1054",11.26367,2015-08-17 03:30:00,0.1859,2.609,18.948,15.0479,73.35,9.48267,0.185,0.794168249947224,356.133792035259
"1055",11.962,2015-08-17 04:00:00,0.1482,1.926,48.58133,31.4289,73.03,9.42467,0.185,0.646933708895989,377.448234974539
"1056",11.98333,2015-08-17 04:30:00,0.1768,0.606,103.41467,50.84447,71.77667,9.37267,0.185,0.491656261147476,395.544791926972
"1057",11.80933,2015-08-17 05:00:00,0.3365,-0.863,171.68133,67.16553,71.32333,9.33933,0.185,0.391222097359101,397.309659263025
"1058",11.71933,2015-08-17 05:30:00,0.3083,-2.479,266.11467,75.90047,71.72,9.31233,0.185,0.285217158452783,389.491143175733
"1059",12.58767,2015-08-17 06:00:00,0.3515,-3.518,358.41467,92.70047,69.88333,9.29967,0.185,0.258640278312269,439.199055845156
"1060",12.97967,2015-08-17 06:30:00,0.3714,-4.314,454.98133,100.46793,67.14,9.30033,0.185,0.220817698167967,491.674327780977
"1061",13.38467,2015-08-17 07:00:00,0.3357,-4.843,549.98133,109.30953,65.57333,9.31633,0.185,0.198751346704805,528.924673899366
"1062",14.04433,2015-08-17 07:30:00,0.4443,-2.24,643.58133,117.74687,63.18333,9.35333,0.185,0.182955695747109,590.441607302515
"1063",14.49333,2015-08-17 08:00:00,0.4961,-4.674,730.41467,127.24233,58.64333,9.40333,0.185,0.174205605700663,682.81840979716
"1064",14.80633,2015-08-17 08:30:00,0.6536,-3.663,808.48133,136.38047,50.34667,9.473,0.1845,0.168687222499003,836.534623216786
"1065",15.07467,2015-08-17 09:00:00,0.5909,-3.545,881.948,147.45247,46.99667,9.54367,0.184,0.1671895281808,908.542132455914
"1066",15.66533,2015-08-17 09:30:00,0.605,-4.479,942.61467,156.72607,46.87,9.61633,0.184,0.166267378376362,945.90686958175
"1067",15.959,2015-08-17 10:00:00,0.561,-4.164,988.98133,173.33513,43.69333,9.72667,0.184,0.175266331873019,1021.47293796526
"1068",16.398,2015-08-17 10:30:00,0.6985,-6.252,1024.91467,177.19433,40.76,9.903,0.183,0.172886909697565,1105.20470891532
"1069",16.81433,2015-08-17 11:00:00,0.762,-6.652,1065.78133,177.36607,37.23333,10.10167,0.1825,0.166418818764633,1202.40458851488
"1070",17.285,2015-08-17 11:30:00,0.5766,-6.118,1078.51467,177.13887,36.99333,10.35033,0.182,0.1642433570236,1243.53165819068
"1071",17.49833,2015-08-17 12:00:00,0.5429,-8.729,1083.21467,176.197,35.95,10.68433,0.182,0.162661201772683,1281.27602923201
"1072",18.02267,2015-08-17 12:30:00,0.5708,-6.485,1078.148,173.9314,36.68,11.004,0.182,0.161324233778665,1309.21056728113
"1073",18.37033,2015-08-17 13:00:00,0.66,-8.193,1049.58133,174.613,36.63667,11.36667,0.182,0.16636443028193,1339.01524286248
"1074",18.659,2015-08-17 13:30:00,0.6082,-5.469,1012.81467,176.6322,37.30667,11.72233,0.1805,0.174397355441149,1349.02460832743
"1075",19.045,2015-08-17 14:00:00,0.6721,-6.052,969.28133,171.59753,36.86333,11.89533,0.1795,0.177035835406012,1391.71619871669
"1076",19.12967,2015-08-17 14:30:00,0.6953,-3.918,907.51467,167.8546,37.87333,12.03167,0.1785,0.184960756612342,1376.7008916135
"1077",19.25567,2015-08-17 15:00:00,0.625,-2.56,840.08133,171.7586,40.14667,12.19267,0.178,0.20445472821066,1336.77583034225
"1078",19.48267,2015-08-17 15:30:00,0.6178,-3.103,761.51467,174.33353,41.83667,12.32333,0.1775,0.228929969267696,1317.50492330559
"1079",19.49933,2015-08-17 16:00:00,0.5464,-1.698,680.01467,174.91487,43.29,12.37733,0.177,0.257222200809285,1285.9151019303
"1080",19.263,2015-08-17 16:30:00,0.5889,-1.037,584.548,163.2402,44.54,12.38833,0.1765,0.279258846151214,1239.2197651515
"1081",19.09867,2015-08-17 17:00:00,0.6832,-1.582,491.248,149.57193,47,12.34033,0.176,0.30447336172361,1172.19054302202
"1082",18.74333,2015-08-17 17:30:00,0.641,-2.189,378.78133,128.07327,48.97,12.29233,0.176,0.338119278476582,1103.86076625214
"1083",18.37567,2015-08-17 18:00:00,0.6203,-0.528,288.01467,115.829,51.23667,12.17433,0.175,0.402163542572328,1030.82816725122
"1084",17.79133,2015-08-17 18:30:00,0.4383,-0.529,182.448,89.79807,56.62667,12.04,0.175,0.492184458037359,883.831697046809
"1085",16.96533,2015-08-17 19:00:00,0.3704,2.134,85.01467,58.55007,60.45667,11.91333,0.1745,0.688705490475938,764.811161314233
"1086",16.557,2015-08-17 19:30:00,0.4019,1.81,48.18133,40.41927,62.87,11.77633,0.174,0.838899009222037,699.756077943762
"1087",16.277,2015-08-17 20:00:00,0.4153,2.625,20.08133,17.01203,64.06333,11.64867,0.174,0.847156537938473,665.30059802144
"1088",12.73567,2015-08-18 03:30:00,0.4234,1.788,15.94633,12.17617,65.07,10.66667,0.172,0.763571931598054,514.362055944914
"1089",12.45633,2015-08-18 04:00:00,0.4041,1.015,39.713,27.73857,63.52,10.58833,0.172,0.6984758139652,527.42872033204
"1090",12.53233,2015-08-18 04:30:00,0.3806,0.889,100.94633,49.9218,64.28333,10.51533,0.172,0.49453803818326,518.976537953038
"1091",12.687,2015-08-18 05:00:00,0.3979,-0.634,173.34633,66.79433,64.4,10.44467,0.172,0.385323012030309,522.557981544446
"1092",12.71567,2015-08-18 05:30:00,0.2658,-2.128,260.813,75.8834,63.93,10.38933,0.1715,0.290949454206654,530.453179647528
"1093",12.96533,2015-08-18 06:00:00,0.3886,-3.248,351.64633,92.61833,62.75,10.34667,0.1715,0.263384890153695,556.837889984773
"1094",13.50667,2015-08-18 06:30:00,0.2899,-4.016,445.213,99.1154,60.4,10.31433,0.171,0.222624676278545,613.264123929658
"1095",14.15133,2015-08-18 07:00:00,0.2158,-4.533,541.84633,110.83807,58.60333,10.30067,0.171,0.204556280744764,668.514922732455
"1096",14.24,2015-08-18 07:30:00,0.4716,-3.467,627.413,122.58633,59.13,10.30633,0.171,0.195383790262554,663.8125346081
"1097",14.617,2015-08-18 08:00:00,0.433,-3.889,710.57967,135.28073,55.89333,10.32967,0.1715,0.190380805575257,734.064108596941
"1098",15.60933,2015-08-18 08:30:00,0.4242,-6.361,793.44633,147.17087,50.55333,10.36267,0.1715,0.18548308113039,877.177985476899
"1099",16.511,2015-08-18 09:00:00,0.4128,-7.552,872.27967,171.03113,49.97333,10.40267,0.171,0.196073731719553,940.053684140328
"1100",17.10867,2015-08-18 09:30:00,0.4448,-6.933,867.613,219.30953,49.03,10.46567,0.171,0.252773448530624,994.808490010744
"1101",17.716,2015-08-18 10:00:00,0.4767,-3.245,922.27967,338.98207,46.48,10.597,0.171,0.367548023692206,1085.43021067071
"1102",17.85967,2015-08-18 10:30:00,0.4501,-4.92,878.84633,344.07433,48.05667,10.803,0.17,0.391506817807386,1063.02946653463
"1103",18.668,2015-08-18 11:00:00,0.4997,-2.03,1058.513,206.96073,44.84667,11.025,0.17,0.195520253412098,1187.44844338267
"1104",18.94067,2015-08-18 11:30:00,0.4566,-2.971,1001.513,235.72767,43.89333,11.28433,0.169,0.235371552840552,1228.73039614668
"1105",19.317,2015-08-18 12:00:00,0.3288,-4.931,1136.94633,254.62727,44.57667,11.63533,0.169,0.223957158997998,1242.57000769007
"1106",19.138,2015-08-18 12:30:00,0.3549,-4.371,801.34633,242.81607,46.83333,11.93233,0.17,0.303010147934414,1178.76284207041
"1107",19.571,2015-08-18 13:00:00,0.5035,-3.203,885.44633,291.43687,46.73333,12.22033,0.169,0.329141202719763,1213.22669607474
"1108",19.91967,2015-08-18 13:30:00,0.399,-4.547,1045.27967,232.72113,45.6,12.47833,0.168,0.222640061487085,1266.1278503964
"1109",19.83233,2015-08-18 14:00:00,0.3632,-3.852,706.54633,193.21607,46.41333,12.62467,0.167,0.273465534807887,1240.46670932209
"1110",19.764,2015-08-18 14:30:00,0.327,-3.724,669.44633,183.66087,48.13,12.73333,0.166,0.274347414825622,1195.65179070607
"1111",20.32267,2015-08-18 15:00:00,0.3743,-3.546,654.64633,187.90407,46.33,12.805,0.165,0.287031426571963,1280.6614657379
"1112",20.286,2015-08-18 15:30:00,0.2742,-3.03,537.37967,179.7974,45.80333,12.84967,0.165,0.334581693423571,1290.30339337675
"1113",20.89933,2015-08-18 16:00:00,0.33,-3.554,695.47967,217.91047,43.05333,12.869,0.164,0.313323996947315,1407.99363982476
"1114",21.05867,2015-08-18 16:30:00,0.3852,-3.086,582.313,168.75313,41.77667,12.88667,0.164,0.289797978063344,1453.71975871587
"1115",21.026,2015-08-18 17:00:00,0.3889,-2.507,475.74633,144.21553,42.26333,12.87033,0.1635,0.303135349462391,1438.67983237575
"1116",20.82933,2015-08-18 17:30:00,0.3535,-1.8,381.94633,130.38407,43.03,12.861,0.163,0.341367516216218,1402.52068422933
"1117",20.55933,2015-08-18 18:00:00,0.3022,-1.078,309.24633,121.8326,44.82333,12.78367,0.163,0.393966195168751,1335.97663268198
"1118",20.214,2015-08-18 18:30:00,0.2227,0.259,212.77967,93.83047,46.56,12.67667,0.162,0.440974788615848,1266.64172341097
"1119",19.666,2015-08-18 19:00:00,0.1848,2.225,107.94633,59.77927,49.73667,12.55933,0.1615,0.553786960612741,1151.59360455773
"1120",18.787,2015-08-18 19:30:00,0.1954,3.511,46.413,33.52473,53.33,12.422,0.161,0.7223133604809,1012.306225232
"1121",18.729,2015-08-18 20:00:00,0.1569,4.031,24.77967,21.22724,53.34,12.272,0.161,0.856639333776438,1008.42685504115
"1122",16.307,2015-08-19 03:30:00,0.3471,3.796,10.50033,9.16632,62.16,11.00333,0.159,0.872955421401042,701.877773737562
"1123",16.22433,2015-08-19 04:00:00,0.3197,3.174,33.43367,25.64583,63.45,10.99533,0.159,0.767065954769548,674.387160660116
"1124",15.77267,2015-08-19 04:30:00,0.2658,1.922,80.43367,49.17553,66.57333,10.97567,0.159,0.611379910925362,599.219433744294
"1125",16.01833,2015-08-19 05:00:00,0.2893,0.163,161.767,73.85607,68.3,10.953,0.159,0.456558321536531,577.261024784364
"1126",16.22467,2015-08-19 05:30:00,0.3182,-1.403,252.667,80.29447,68.18,10.93233,0.159,0.317787720596675,587.126255979583
"1127",16.346,2015-08-19 06:00:00,0.3547,-2.835,370.03367,117.99793,68.54333,10.92433,0.159,0.318884305852492,584.927687053854
"1128",16.306,2015-08-19 06:30:00,0.3308,-3.268,417.667,111.0966,66.76,10.93433,0.159,0.265993243421194,616.515080716169
"1129",16.45233,2015-08-19 07:00:00,0.3633,-3.938,520.23367,113.15633,66.02,10.96067,0.159,0.217510585195303,636.140594459627
"1130",16.82267,2015-08-19 07:30:00,0.3395,-4.387,631.63367,172.799,64.72667,10.99967,0.159,0.273574713013637,676.079644508796
"1131",17.05,2015-08-19 08:00:00,0.3902,-4.186,593.567,184.14193,63.07333,11.05667,0.159,0.310229392806541,718.044367360159
"1132",17.602,2015-08-19 08:30:00,0.4318,-3.773,622.967,158.96007,61.11333,11.13633,0.1585,0.255166116343241,783.006257837838
"1133",18.73133,2015-08-19 09:00:00,0.5052,-5.219,854.23367,155.06033,55.66333,11.21167,0.158,0.181519805933194,958.354093813088
"1134",19.29233,2015-08-19 09:30:00,0.5938,-4.925,915.967,162.68593,51.60333,11.29367,0.158,0.177611125728329,1083.37024206666
"1135",19.75433,2015-08-19 10:00:00,0.599,-4.025,968.53367,182.99633,47.97,11.43967,0.158,0.188941629669932,1198.62088411981
"1136",20.09867,2015-08-19 10:30:00,0.5132,-3.775,870.40033,191.54567,46.03333,11.64367,0.157,0.220066173458367,1270.03645444114
"1137",20.37433,2015-08-19 11:00:00,0.5759,-3.169,911.367,212.67953,46.17667,11.81967,0.157,0.233363211527299,1288.42275487982
"1138",20.61567,2015-08-19 11:30:00,0.4859,-3.077,1023.90033,228.97607,43.87667,12.01833,0.1565,0.223631210276102,1363.6237649462
"1139",21.257,2015-08-19 12:00:00,0.6258,-1.919,1063.53367,193.1232,40.90667,12.30767,0.1565,0.181586352597563,1493.50392315503
"1140",21.38567,2015-08-19 12:30:00,0.6336,-1.832,1047.867,186.4032,38.86333,12.551,0.157,0.177888224364352,1557.37643525764
"1141",21.91267,2015-08-19 13:00:00,0.6974,-2.384,1022.767,184.31893,36.03667,12.84133,0.1565,0.180215953389188,1682.7163321309
"1142",22.16167,2015-08-19 13:30:00,0.6064,-1.993,989.567,181.4304,32.28333,13.13567,0.1555,0.183343219812302,1808.69281723871
"1143",22.35033,2015-08-19 14:00:00,0.6509,-1.735,941.13367,174.1248,32.14,13.227,0.154,0.185016013718859,1833.44226099076
"1144",22.59667,2015-08-19 14:30:00,0.6277,-2.28,883.20033,169.33973,31.57667,13.316,0.153,0.191734224102928,1876.52645519779
"1145",22.46367,2015-08-19 15:00:00,0.7533,-1.427,817.667,169.09227,31.33667,13.43867,0.152,0.206798452181634,1867.96641822292
"1146",22.37667,2015-08-19 15:30:00,0.7898,-0.328,741.33367,168.52907,31.83667,13.53833,0.152,0.227332275357195,1844.58840815469
"1147",22.44833,2015-08-19 16:00:00,0.6765,-0.524,656.10033,165.9648,32.26333,13.547,0.151,0.25295643426974,1841.04076646561
"1148",22.29067,2015-08-19 16:30:00,0.6129,-0.354,566.367,151.63627,34.99333,13.538,0.1505,0.267735002215878,1749.9915130473
"1149",22.00033,2015-08-19 17:00:00,0.6673,-1.234,474.267,136.01493,37.39333,13.46267,0.15,0.286789782970352,1655.85258505453
"1150",21.74667,2015-08-19 17:30:00,0.7403,-1.474,380.867,120.65173,35.27667,13.40233,0.1495,0.316781789968677,1685.54651874133
"1151",21.20467,2015-08-19 18:00:00,0.6914,-0.508,290.93367,105.76213,35.09,13.25533,0.149,0.363526607284746,1635.257064652
"1152",20.66033,2015-08-19 18:30:00,0.6414,-1.051,206.50033,88.14613,37.6,13.08,0.1485,0.426857090252592,1520.30397000912
"1153",19.99767,2015-08-19 19:00:00,0.5942,0.764,122.53367,65.4688,39.77667,12.91267,0.148,0.534292329610302,1408.44878119793
"1154",19.01267,2015-08-19 19:30:00,0.4881,1.574,57.367,39.59017,42.66333,12.748,0.1475,0.690120975473704,1261.32126053676
"1155",18.173,2015-08-19 20:00:00,0.5263,2.85,21.20033,18.56078,45.07,12.58467,0.147,0.875494862579969,1146.51594888324
"1156",11.841,2015-08-20 03:30:00,0.6078,3.389,10.04967,7.3725,83.08,11.178,0.145,0.733606178113311,234.914041002783
"1157",11.78567,2015-08-20 04:00:00,0.6231,1.958,33.11633,23.64173,83.57,11.12467,0.145,0.713899456854066,227.27900074094
"1158",11.71067,2015-08-20 04:30:00,0.6822,1.393,81.31633,44.976,85.54333,11.07533,0.145,0.55309923603291,198.993038372724
"1159",11.746,2015-08-20 05:00:00,0.6397,0.776,147.84967,62.9984,86.39333,11.033,0.145,0.426097670694835,187.730755068883
"1160",11.85267,2015-08-20 05:30:00,0.6557,-0.192,239.383,73.90293,86.69667,11.003,0.145,0.308722549220287,184.843246570217
"1161",11.98367,2015-08-20 06:00:00,0.6305,-0.603,328.01633,89.0944,86.23667,10.985,0.145,0.271615745472184,192.894869961881
"1162",12.33367,2015-08-20 06:30:00,0.6677,-1.197,425.24967,101.29387,84.73333,10.97533,0.145,0.238198585786087,218.953420813612
"1163",12.878,2015-08-20 07:00:00,0.6164,-2.307,520.583,112.28267,83.30667,10.98,0.145,0.215686393908368,248.120694307631
"1164",13.59367,2015-08-20 07:30:00,0.6108,-3.369,615.34967,128.14507,80.11,11,0.145,0.208247564348251,309.776088263568
"1165",14.47433,2015-08-20 08:00:00,0.646,-2.937,693.74967,134.3584,75.94,11.036,0.1455,0.193669857889806,396.75449759625
"1166",15.314,2015-08-20 08:30:00,0.6816,-3.183,778.11633,146.60587,70.09333,11.09067,0.1455,0.188411249510725,520.584686136059
"1167",16.43233,2015-08-20 09:00:00,0.6579,-4.025,867.51633,170.4064,67.67333,11.157,0.145,0.196430192847206,604.418628981584
"1168",16.92467,2015-08-20 09:30:00,0.5412,-3.029,767.14967,146.8704,64.64333,11.24233,0.145,0.19144947295617,682.076049858952
"1169",18.24367,2015-08-20 10:00:00,0.5457,-5.66,956.01633,175.48693,57.71333,11.39067,0.1455,0.183560598802742,886.544668855168
"1170",18.87467,2015-08-20 10:30:00,0.5571,-1.716,999.283,184.09813,53,11.60833,0.145,0.184230223069941,1025.0627609628
"1171",19.654,2015-08-20 11:00:00,0.6041,-4.683,1029.84967,183.17973,50.61667,11.802,0.1445,0.177870358496109,1130.58936378718
"1172",20.40633,2015-08-20 11:30:00,0.6153,-4.72,1045.54967,182.9472,47.57667,12.07233,0.144,0.174977052979224,1257.39032026395
"1173",21.07867,2015-08-20 12:00:00,0.5385,-3.256,1049.51633,180.555,43.02667,12.44767,0.145,0.172036389371855,1424.25744757254
"1174",21.49933,2015-08-20 12:30:00,0.6152,-3.292,1042.34967,177.691,42.45333,12.66433,0.145,0.17047158464587,1476.16085154144
"1175",21.77733,2015-08-20 13:00:00,0.6244,-3.895,1013.883,177.18433,42.45667,12.93167,0.145,0.174758162430971,1501.37082050444
"1176",22.06467,2015-08-20 13:30:00,0.561,-3.023,978.74967,178.6318,44.30667,13.209,0.1435,0.18251020202132,1478.79156629735
"1177",22.24967,2015-08-20 14:00:00,0.6348,-3.155,932.683,179.51393,44.56,13.30067,0.1425,0.192470464241334,1488.73772622278
"1178",22.50533,2015-08-20 14:30:00,0.4509,-2.684,836.94967,172.73207,42.29,13.39967,0.141,0.206382864097431,1573.96092587044
"1179",22.893,2015-08-20 15:00:00,0.538,-3.455,799.51633,171.0062,40.63333,13.53267,0.1405,0.213887063444971,1657.64847829244
"1180",22.92267,2015-08-20 15:30:00,0.6135,-2.385,724.083,171.34967,42.67667,13.66267,0.14,0.23664368587579,1603.47090292231
"1181",22.841,2015-08-20 16:00:00,0.594,-1.286,639.583,167.7326,42.36,13.73333,0.14,0.262253061760553,1604.37687062718
"1182",22.77533,2015-08-20 16:30:00,0.6069,-1.401,549.883,153.195,43.05,13.77067,0.139,0.278595628524613,1578.87805132975
