"","AirTemp","Time","FricVel","NEP","PPFD","PPFDdiff","RelHum","SoilTempA","SoilTempB","DiffuseFract","VaporPressureDeficit"
"1",12.28699,2012-07-01 03:00:00,0.27914,3.521,13.209,10.01233,96.32767,10.227,9.252,0.757993035051859,52.5068127565337
"2",12.346,2012-07-01 03:30:00,0.23966,2.372,45.18533,41.69,96.595,10.226,9.259,0.922644583983341,48.8738631356889
"3",12.38068,2012-07-01 04:00:00,0.23077,1.338,76.067,72.085,96.20733,10.207,9.254,0.947651412570497,54.5625747922013
"4",12.55936,2012-07-01 04:30:00,0.30317,1.514,76.89933,72.59467,95.54467,10.198,9.249,0.944022139074554,64.8525898746702
"5",12.77271,2012-07-01 05:00:00,0.35537,2.761,83.051,78.305,94.557,10.191,9.247,0.942854390675609,80.3457674700944
"6",13.01406,2012-07-01 05:30:00,0.38387,-0.744,184.65033,176.47567,93.08967,10.196,9.25,0.955728971618951,103.630063356712
"7",13.2874,2012-07-01 06:00:00,0.43254,-3.194,200.73967,192.97833,90.79367,10.205,9.241,0.96133629192476,140.549540606134
"8",13.43308,2012-07-01 06:30:00,0.51919,-2.654,180.46567,175.531,89.736,10.224,9.242,0.97265590735346,158.192628038583
"9",13.58476,2012-07-01 07:00:00,0.39358,-3.464,218.36933,211.42367,88.81633,10.259,9.244,0.968193060811241,174.07865287279
"10",13.71211,2012-07-01 07:30:00,0.40601,-5.15,331.291,319.47,87.715,10.285,9.233,0.964318378706334,192.812648869248
"11",13.84579,2012-07-01 08:00:00,0.48938,-6.714,339.837,335.18967,87.373,10.307,9.223,0.986324826313792,199.910083313726
"12",14.24914,2012-07-01 08:30:00,0.43326,-11.56,707.838,596.96533,84.27967,10.359,9.227,0.843364343253682,255.481562060606
"13",14.58548,2012-07-01 09:00:00,0.54877,-8.863,434.49733,413.979,84.048,10.404,9.218,0.952776855959046,264.948072074778
"14",15.11916,2012-07-01 09:30:00,0.55855,-17.877,615.29433,568.801,81.85767,10.467,9.212,0.924437252655977,311.873139215402
"15",15.69351,2012-07-01 10:00:00,0.51055,-14.225,858.753,617.481,78.76655,10.547,9.224,0.719043776266284,378.715271942323
"16",16.18386,2012-07-01 10:30:00,0.55293,-10.829,779.863,521.65,76.53133,10.599,9.196,0.668899537482865,431.906326707801
"17",16.76254,2012-07-01 11:00:00,0.77299,-16.183,1144.92767,587.99967,70.17733,10.707,9.214,0.513569272022223,569.429961983331
"18",17.12988,2012-07-01 11:30:00,0.70068,-15.417,870.61933,545.56633,67.48567,10.781,9.195,0.626641646010777,635.452152777195
"19",17.6579,2012-07-01 12:00:00,0.80606,-23.171,1205.75967,778.593,66.32467,10.911,9.209,0.645728182300209,680.467253708117
"20",18.41525,2012-07-01 12:30:00,0.76899,-18.229,1273.393,570.43233,61.93967,11.035,9.214,0.447962514321973,806.57162300864
"21",19.28459,2012-07-01 13:00:00,0.79241,-16.889,1651.88367,585.62733,55.42467,11.152,9.232,0.354520927009346,997.348067660075
"22",19.54727,2012-07-01 13:30:00,0.75494,-19.345,1567.062,492.30733,53.603,11.275,9.224,0.31415944614827,1055.20334768608
"23",19.83895,2012-07-01 14:00:00,0.67375,-11.656,1261.63333,460.95267,52.066,11.466,9.247,0.365361836152506,1110.06961512061
"24",19.96163,2012-07-01 14:30:00,0.59016,-11.617,1186.84233,540.28267,52.314,11.576,9.263,0.455226997169877,1112.7513561531
"25",20.21865,2012-07-01 15:00:00,0.72726,-11.091,1101.823,430.57433,51.738,11.683,9.272,0.390783574131235,1144.24087158151
"26",20.37533,2012-07-01 15:30:00,0.69548,-6.607,845.13267,445.72867,51.45833,11.77,9.286,0.52740674431625,1162.06211303377
"27",20.63034,2012-07-01 16:00:00,0.73813,-6.347,711.078,423.526,49.263,11.846,9.3,0.595611170645133,1233.86714653242
"28",20.76102,2012-07-01 16:30:00,0.7023,-6.304,894.265,274.25,48.50833,11.942,9.33,0.306676432601075,1262.3357483806
"29",21.3147,2012-07-01 17:00:00,0.70499,-7.107,916.99333,247.558,45.91367,11.964,9.345,0.269967067263183,1371.80139088325
"30",21.40205,2012-07-01 17:30:00,0.61477,-8.166,858.00433,290.416,46.46267,11.998,9.338,0.338478478307913,1365.16188971787
"31",20.86939,2012-07-01 18:00:00,0.77698,-3.047,413.50567,255.74967,49.62467,12.015,9.367,0.618491325644942,1243.22822026134
"32",20.90541,2012-07-01 18:30:00,0.65044,-4.911,582.88133,276.65233,49.185,12.052,9.399,0.474628909455721,1256.8591293901
"33",20.45175,2012-07-01 19:00:00,0.63551,1.475,196.581,176.21833,51.593,12.082,9.437,0.896415879459358,1164.31552502776
"34",19.9541,2012-07-01 19:30:00,0.359,1.48,113.96867,109.06633,54.08567,12.119,9.484,0.956985196019222,1070.91002927031
"35",19.57878,2012-07-01 20:00:00,0.35855,2.562,105.44833,98.10733,55.02333,12.128,9.511,0.930382965761525,1024.90487590663
"36",19.1968,2012-07-01 20:30:00,0.46517,3.567,27.66933,24.60933,57.271,12.123,9.532,0.889408236484223,950.825388034099
"37",16.10534,2012-07-02 04:30:00,0.67645,7.555,18.48867,15.51967,81.865,11.682,9.761,0.839415166153109,332.080213494147
"38",15.56002,2012-07-02 05:00:00,0.77443,6.67,28.626,25.515,81.70567,11.676,9.769,0.891322573883882,323.515307655716
"39",15.1757,2012-07-02 05:30:00,0.57746,1.678,91.52833,86.783,80.52033,11.682,9.795,0.948154522211866,336.082212208056
"40",14.93805,2012-07-02 06:00:00,0.56612,3.277,87.831,83.305,80.563,11.669,9.803,0.948469219296148,330.256538204128
"41",14.80273,2012-07-02 06:30:00,0.64139,-2.505,289.381,275.40533,79.06833,11.668,9.814,0.951704949530204,352.564521586665
"42",14.68441,2012-07-02 07:00:00,0.52559,-6.94,320.90733,255.14067,78.45033,11.656,9.819,0.795060274877486,360.213818279681
"43",14.97176,2012-07-02 07:30:00,0.78083,-10.769,793.71267,222.14433,73.675,11.662,9.823,0.279880035176961,448.263568362546
"44",15.83144,2012-07-02 08:00:00,0.70904,-16.373,1143.241,304.99367,67.51667,11.617,9.804,0.266779856565676,584.502188734524
"45",16.05945,2012-07-02 08:30:00,0.777,-12.136,881.93267,321.673,66.03933,11.64,9.811,0.364736459983958,620.054031720126
"46",16.5398,2012-07-02 09:00:00,0.79999,-15.616,1129.531,419.32933,63.37633,11.655,9.818,0.371241984505073,689.459128719025
"47",16.75515,2012-07-02 09:30:00,0.87495,-11.225,1119.508,329.324,57.87767,11.668,9.815,0.294168509738206,803.900693939865
"48",17.12116,2012-07-02 10:00:00,1.0071,-18.134,1382.56167,375.989,55.59167,11.682,9.802,0.27195097922829,867.426591673133
"49",17.84651,2012-07-02 10:30:00,0.89561,-16.718,1499.881,404.12,53.168,11.742,9.799,0.269434708486873,957.631552653552
"50",17.72552,2012-07-02 11:00:00,1.067,-13.508,1045.929,471.85333,52.10233,11.833,9.81,0.451133231796805,971.987588461276
"51",18.26753,2012-07-02 11:30:00,1.0022,-15.329,1514.341,430.043,48.24633,11.936,9.804,0.283980292417626,1086.64710866777
"52",17.82888,2012-07-02 12:00:00,1.1693,-11.571,876.08367,447.94933,49.01533,12.022,9.818,0.511308845649411,1041.38980300084
"53",17.96891,2012-07-02 13:00:00,1.1753,-15.18,1448.959,464.02833,45.45067,12.158,9.837,0.320249454953522,1124.06117619067
"54",17.89959,2012-07-02 13:30:00,1.1914,-16.348,1484.748,402.703,46.21133,12.248,9.842,0.271226497695232,1103.56378961526
"55",17.7586,2012-07-02 14:00:00,1.0899,-15.958,1400.049,440.84267,45.75467,12.292,9.852,0.314876600747545,1103.09731750808
"56",17.85495,2012-07-02 14:30:00,1.2619,-16.212,1508.76033,324.793,43.079,12.355,9.863,0.215271434131622,1164.55231587551
"57",17.51896,2012-07-02 15:00:00,1.0935,-12.681,1238.866,347.22933,43.05833,12.399,9.877,0.280279973782475,1140.56301273098
"58",16.93931,2012-07-02 15:30:00,1.0528,-12.112,879.825,373.322,47.06433,12.431,9.89,0.424313926064842,1022.14615332245
"59",17.00832,2012-07-02 16:00:00,0.96175,-10.772,927.34733,328.17567,47.268,12.446,9.911,0.35388646668126,1022.67707236936
"60",16.56833,2012-07-02 16:30:00,0.9492,-7.113,731.97133,397.20267,50.40867,12.436,9.917,0.542647852068195,935.277284937669
"61",16.55335,2012-07-02 17:00:00,0.94103,-8.082,802.39867,335.04033,51.355,12.441,9.95,0.417548461290446,916.55626390664
"62",16.20403,2012-07-02 17:30:00,0.95243,-5.947,619.94967,241.72733,52.23033,12.392,9.934,0.389914442570798,880.26206333356
"63",16.13804,2012-07-02 18:00:00,0.91879,-4.937,372.66533,187.944,54.247,12.397,9.968,0.504323812467342,839.559030578558
"64",16.38539,2012-07-02 18:30:00,0.85967,-5.054,536.22767,151.67733,53.22033,12.337,9.985,0.282859946410449,872.039406191544
"65",16.22807,2012-07-02 19:00:00,0.78441,-1.322,372.47,128.942,53.063,12.285,9.998,0.346180900475206,866.245122062664
"66",16.06142,2012-07-02 19:30:00,0.70119,0.001,289.09167,108.80867,53.284,12.235,10.015,0.376381201160172,853.048173032475
"67",15.84876,2012-07-02 20:00:00,0.6735,0.158,184.71267,83.36167,54.31633,12.167,10.016,0.451304558588212,822.939000092895
"68",15.48678,2012-07-02 20:30:00,0.59987,1.927,107.58767,59.115,55.71233,12.127,10.047,0.549458873865379,779.510241028097
"69",15.07879,2012-07-02 21:00:00,0.26093,3.141,53.713,35.07333,59.26767,12.09,10.066,0.652976560609163,698.387239983834
"70",14.6708,2012-07-02 21:30:00,0.15139,4.135,16.80033,12.632,63.442,12.001,10.076,0.751889992637049,610.549192311905
"71",10.47695,2012-07-03 03:00:00,0.20269,3.346,20.22433,15.58367,90.34067,11.144,10.133,0.770540729903043,122.497695459894
"72",10.49963,2012-07-03 03:30:00,0.16781,2.2,52.60067,39.33767,91.69233,11.076,10.138,0.74785492276049,105.515823216577
"73",10.42531,2012-07-03 04:00:00,0.17674,-0.33,124.29233,75.06033,91.872,11.02,10.129,0.603901544045397,102.722892326084
"74",10.94399,2012-07-03 04:30:00,0.23207,-3.022,246.05133,147.19167,89.54967,10.918,10.1,0.598215299222321,136.717803473694
"75",11.66934,2012-07-03 05:00:00,0.36538,-5.308,207.819,163.27533,87.93267,10.854,10.092,0.785661224430875,165.651084122505
"76",12.25002,2012-07-03 05:30:00,0.44523,-5.792,376.49467,196.609,86.28933,10.793,10.063,0.522209251992864,195.558274028179
"77",13.07537,2012-07-03 06:00:00,0.36267,-7.698,541.85433,166.78733,81.835,10.744,10.039,0.307808428881615,273.503884606772
"78",13.87805,2012-07-03 06:30:00,0.4739,-9.834,705.02467,167.427,78.013,10.709,9.999,0.237476796379338,348.827474922252
"79",14.49239,2012-07-03 07:00:00,0.50873,-10.228,795.92067,170.20467,75.46733,10.72,9.992,0.213846274403202,405.021509337554
"80",15.13674,2012-07-03 07:30:00,0.55264,-3.779,922.02233,176.80897,72.08567,10.723,9.971,0.191762134437677,480.400177903301
"81",16.23177,2012-07-03 08:30:00,0.52104,-13.204,1209.05833,225.359,67.26133,10.79,9.9,0.186392165215056,604.350600151919
"82",16.73211,2012-07-03 09:00:00,0.70632,-14.127,1318.25667,294.59633,63.69033,10.838,9.881,0.223474181245751,691.953530259168
"83",16.91379,2012-07-03 09:30:00,0.70712,-11.554,1182.238,274.7,62.88467,10.904,9.874,0.232355921565708,715.509065379409
"84",17.49914,2012-07-03 10:00:00,0.66505,-14.328,1438.60567,272.153,61.22833,10.993,9.872,0.189178317363368,775.640147898969
"85",17.77682,2012-07-03 10:30:00,0.80535,-16.154,1532.06967,364.92567,59.54133,11.096,9.854,0.238191302357679,823.685676257555
"86",18.10483,2012-07-03 11:00:00,0.82335,-15.829,1489.47767,404.46367,57.45167,11.224,9.847,0.271547320343513,884.28759274617
"87",18.28551,2012-07-03 11:30:00,0.7865,-16.585,1223.57567,447.46633,56.188,11.355,9.827,0.365703847314976,920.937955031544
"88",18.48886,2012-07-03 12:00:00,0.62329,-14.732,964.38633,508.63133,56.50667,11.517,9.84,0.527414495806883,925.968071905505
"89",17.93421,2012-07-03 12:30:00,0.59063,-4.518,455.409,288.858,58.537,11.668,9.841,0.63428258993564,852.537201565483
"90",19.08789,2012-07-03 13:00:00,0.71118,-13.478,1554.764,370.067,52.43233,11.785,9.835,0.238021333141236,1051.33799285713
"91",19.48157,2012-07-03 13:30:00,0.70697,-12.914,1288.48333,376.73233,49.217,11.86,9.843,0.292384325996674,1150.24841915813
"92",19.62158,2012-07-03 14:00:00,0.88574,-14.292,1328.38233,312.31633,48.906,11.965,9.834,0.23511027130269,1167.40187652311
"93",19.69693,2012-07-03 14:30:00,0.91144,-12.446,1371.79733,291.677,48.65633,12.082,9.868,0.212623974125974,1178.60554946614
"94",19.92827,2012-07-03 15:00:00,0.63377,-9.814,1141.26267,351.66333,46.256,12.162,9.869,0.308135312968749,1251.52632246504
"95",20.11929,2012-07-03 15:30:00,0.73521,-9.585,1238.968,341.90633,44.21633,12.248,9.879,0.275960581709939,1314.47257372445
"96",20.1983,2012-07-03 16:00:00,0.72647,-9.901,1122.54067,288.01667,43.551,12.286,9.873,0.256575710526372,1336.66380705243
"97",20.10698,2012-07-03 16:30:00,0.6268,-7.391,818.33233,293.32567,42.74333,12.339,9.89,0.358443213406954,1348.15516626647
"98",19.94,2012-07-03 17:00:00,0.54125,-5.947,640.248,255.21133,45.41333,12.373,9.904,0.398613240494308,1272.07323426875
"99",20.19568,2012-07-03 17:30:00,0.60055,-5.074,822.53933,229.70633,43.48467,12.406,9.933,0.279264858982488,1338.01775184104
"100",20.21536,2012-07-03 18:00:00,0.67119,-4.314,554.82367,180.453,42.64433,12.392,9.929,0.325243874328577,1359.56569853229
"101",19.97237,2012-07-03 18:30:00,0.62139,0.174,447.47867,160.37033,44.16533,12.394,9.946,0.358386534938079,1303.76704811143
"102",19.26305,2012-07-03 19:00:00,0.46282,1.7,161.00533,119.509,48.338,12.425,9.98,0.742267352267158,1154.35937252639
"103",18.6514,2012-07-03 19:30:00,0.20648,2.531,83.847,80.43233,53.53033,12.394,10.005,0.959274988968001,999.451330711825
"104",18.45708,2012-07-03 20:00:00,0.15448,2.607,75.76567,62.62833,56.34367,12.378,10.04,0.826605638147198,927.589808273645
"105",18.44776,2012-07-03 20:30:00,0.21623,2.544,76.89933,52.15067,55.29933,12.357,10.076,0.678168067264045,949.225018648755
"106",17.95277,2012-07-03 21:00:00,0.11541,3.843,40.16633,31.38433,57.24267,12.317,10.086,0.781359163259377,880.177446289837
"107",17.47678,2012-07-03 21:30:00,0.06445,4.554,15.48333,11.22167,60.52133,12.297,10.102,0.72475817540542,788.669864881191
"108",12.5396,2012-07-04 03:00:00,0.23446,3.624,19.58633,14.97067,68.23233,11.551,10.238,0.764342783972291,461.816479064631
"109",12.55928,2012-07-04 03:30:00,0.22262,2.357,54.106,39.74533,69.79633,11.486,10.242,0.734582671053118,439.647778402214
"110",12.47329,2012-07-04 04:00:00,0.2716,0.369,107.759,58.27867,69.879,11.408,10.244,0.540824153898978,435.975627533094
"111",12.43397,2012-07-04 04:30:00,0.26865,-0.774,159.38,88.78733,68.58567,11.352,10.235,0.557079495545238,453.522356701801
"112",12.57165,2012-07-04 05:00:00,0.3055,-0.661,319.14867,122.723,66.48733,11.257,10.232,0.384532387366678,488.210186177841
"113",13.09567,2012-07-04 05:30:00,0.36986,-2.219,453.92333,152.79067,64.78267,11.193,10.222,0.336600169900939,530.958806243093
"114",13.80935,2012-07-04 06:00:00,0.46137,-3.531,574.898,165.87967,61.443,11.121,10.193,0.288537566664,608.988863238166
"115",14.64969,2012-07-04 06:30:00,0.45016,-12.669,703.59967,170.499,56.92,11.087,10.188,0.242323877155883,718.492261585776
"116",15.35304,2012-07-04 07:00:00,0.54349,-9.598,793.03867,176.84567,52.25167,11.054,10.158,0.222997536803596,833.240175308166
"117",18.00777,2012-07-04 09:30:00,0.5569,-10.522,1338.178,208.23933,42.505,11.135,10.047,0.155614073762982,1187.65923350627
"118",18.45279,2012-07-04 10:00:00,0.62114,-13.831,1428.97467,203.97633,41.037,11.199,10.03,0.142743139036887,1252.48226883408
"119",18.78947,2012-07-04 10:30:00,0.60034,-13.461,1477.506,219.69,41.387,11.298,10.022,0.148689751513699,1271.55482666302
"120",18.98181,2012-07-04 11:00:00,0.54699,-11.191,1419.69333,358.63633,40.56567,11.417,10.012,0.252615351795729,1304.95181098254
"121",18.97416,2012-07-04 11:30:00,0.40092,-11.475,1041.172,461.49667,43.266,11.519,9.988,0.44324729247425,1245.06837139019
"122",19.44251,2012-07-04 12:00:00,0.35938,-14.952,1247.89233,467.50367,40.608,11.666,9.994,0.374634620921182,1341.98217074106
"123",19.43385,2012-07-04 12:30:00,0.50805,-8.991,882.116,381.36,41.92533,11.775,9.994,0.432324093429889,1311.51031425761
"124",19.94254,2012-07-04 13:00:00,0.50076,-11.493,1347.586,397.448,41.863,11.888,9.997,0.294933310378707,1355.02231499173
"125",20.51355,2012-07-04 13:30:00,0.74227,-16.437,1142.28033,555.76167,39.53333,11.977,9.991,0.486537021958524,1459.9359105738
"126",19.9819,2012-07-04 14:00:00,0.48359,-8.847,643.366,409.75233,40.83033,12.087,9.991,0.636888380797244,1382.45640326075
"127",19.96958,2012-07-04 14:30:00,0.29051,-11.753,835.363,353.73567,41.13,12.211,10.013,0.423451445658953,1374.40605256236
"128",20.53426,2012-07-04 15:00:00,0.47936,-7.131,674.00267,321.66333,38.72567,12.245,10.014,0.477243406172263,1481.32659096897
"129",20.4516,2012-07-04 15:30:00,0.26076,-8.868,550.11433,356.57167,40.438,12.297,10.039,0.648177388871146,1432.60932561341
"130",21.12028,2012-07-04 16:00:00,0.52541,-10.936,1126.60767,401.78733,36.70633,12.314,10.037,0.356634648155733,1586.3036364964
"131",20.58163,2012-07-04 16:30:00,0.25142,-5.921,388.59833,362.36067,40.32267,12.36,10.053,0.932481284723998,1446.93700789328
"132",20.82298,2012-07-04 17:00:00,0.32239,-4.84,699.35833,358.11433,40.56433,12.395,10.065,0.512061291956013,1462.65060603963
"133",21.23799,2012-07-04 17:30:00,0.49777,-3.058,874.894,255.278,36.28467,12.43,10.059,0.291781632974966,1608.44307292544
"134",20.818,2012-07-04 18:00:00,0.51229,-6.719,466.47833,210.12467,38.829,12.438,10.069,0.450448941540328,1504.89424068059
"135",20.78068,2012-07-04 18:30:00,0.25128,-2.61,275.59667,148.26167,39.29267,12.475,10.101,0.537966115483181,1490.0622910377
"136",20.87603,2012-07-04 19:00:00,0.30081,-6.015,405.509,138.875,38.18833,12.479,10.122,0.34247082062297,1526.09207902145
"137",20.60738,2012-07-04 19:30:00,0.30769,-3.059,282.35133,116.989,39.96633,12.482,10.144,0.414338405985196,1457.88816506815
"138",20.21606,2012-07-04 20:00:00,0.26482,-0.521,169.77767,86.82867,42.382,12.469,10.161,0.511425736965291,1365.84308469374
"139",19.7314,2012-07-04 20:30:00,0.16296,2.884,69.817,54.564,47.215,12.464,10.195,0.781528854004039,1214.28562825989
"140",19.47075,2012-07-04 21:00:00,0.12753,4.217,29.94733,26.35033,50.29633,12.454,10.231,0.879889125341057,1125.04443426435
"141",18.8781,2012-07-04 21:30:00,0.19466,4.759,11.47133,8.282,52.162,12.409,10.246,0.721973825179818,1043.56291220522
"142",15.48059,2012-07-05 03:30:00,0.23885,3.589,27.21967,23.106,59.371,11.847,10.438,0.848871422761554,714.829907043597
"143",15.57794,2012-07-05 04:00:00,0.18155,2.89,44.09533,40.092,59.879,11.714,10.346,0.909211927884427,710.311538001385
"144",15.63029,2012-07-05 04:30:00,0.21538,1.058,95.494,86.01267,60.05767,11.643,10.315,0.900712819653591,709.524254952963
"145",15.47863,2012-07-05 05:00:00,0.22399,0.629,108.561,96.18633,61.44867,11.61,10.294,0.886011827451847,678.189954183945
"146",15.20665,2012-07-05 05:30:00,0.26311,-1.667,184.37567,167.868,63.91867,11.591,10.309,0.910467199929362,623.74995475368
"147",15.50859,2012-07-05 06:00:00,0.22368,-2.585,211.91933,202.22967,64.505,11.566,10.297,0.954276658009442,625.624267060997
"148",16.00367,2012-07-05 06:30:00,0.22595,-3.06,235.791,217.60433,65.053,11.581,10.282,0.922869532764185,635.793733324713
"149",16.47602,2012-07-05 07:00:00,0.15673,-2.376,208.685,198.14167,67.221,11.55,10.257,0.949477298320435,614.582501972231
"150",16.97204,2012-07-05 07:30:00,0.18839,-5.125,316.494,312.24033,66.53767,11.575,10.262,0.98656002957402,647.473316068039
"151",17.80138,2012-07-05 08:00:00,0.47547,-7.724,436.86467,426.51733,55.521,11.608,10.261,0.976314541526098,906.936109813843
"152",18.40573,2012-07-05 08:30:00,0.47777,-14.194,580.386,555.969,49.92267,11.641,10.251,0.957929722632869,1060.60196243763
"153",18.95974,2012-07-05 09:00:00,0.61178,-18.242,781.274,664.403,46.366,11.685,10.235,0.850409715413542,1175.97796517721
"154",20.13642,2012-07-05 09:30:00,0.75254,-20.3,1283.20167,448.56367,42.15433,11.728,10.207,0.349565996122807,1364.5057441098
"155",20.5291,2012-07-05 10:00:00,0.74282,-16.151,1267.64367,343.985,40.52933,11.82,10.203,0.271357801991785,1437.2652611221
"156",20.87378,2012-07-05 10:30:00,0.62681,-11.339,1491.619,285.42167,39.662,11.926,10.194,0.191350250968914,1489.50200353224
"157",21.01513,2012-07-05 11:00:00,0.50772,-10.574,1298.32467,308.11733,39.29533,12.052,10.179,0.237319167631622,1511.62686240004
"158",21.43381,2012-07-05 11:30:00,0.43046,-16.871,1527.33267,460.80633,38.84333,12.173,10.195,0.30170658891229,1562.48472972732
"159",21.70149,2012-07-05 12:00:00,0.61475,-13.253,1335.26133,492.72467,38.41167,12.282,10.178,0.369009915085311,1599.4836726059
"160",21.3095,2012-07-05 12:30:00,0.51566,-12.604,1196.45833,533.958,39.27033,12.441,10.19,0.446282153428611,1539.80691029879
"161",21.65285,2012-07-05 13:00:00,0.52324,-13.759,1204.039,671.29,38.164,12.579,10.205,0.557531774302992,1601.14997562285
"162",21.8522,2012-07-05 13:30:00,0.61508,-14.216,1574.52267,573.28233,37.871,12.687,10.197,0.364099127261216,1628.44111027963
"163",21.81688,2012-07-05 14:00:00,0.50546,-10.671,1202.33933,595.18167,37.71467,12.817,10.22,0.495019712945762,1629.0233749566
"164",22.30322,2012-07-05 14:30:00,0.58355,-11.079,1470.49767,462.70933,35.90167,12.932,10.228,0.314661722653393,1726.85625581118
"165",21.98457,2012-07-05 15:00:00,0.52717,-8.849,776.58067,453.752,36.60967,13.04,10.237,0.584294739141524,1674.96937998906
"166",22.06358,2012-07-05 15:30:00,0.465,-12.583,1112.265,348.647,36.292,13.098,10.257,0.313456775139018,1691.48796273343
"167",22.43926,2012-07-05 16:00:00,0.45985,-7.705,1108.371,284.76933,35.59367,13.161,10.27,0.25692600221406,1749.56001235336
"168",22.58828,2012-07-05 16:30:00,0.53854,-6.181,994.372,279.32367,34.65633,13.198,10.287,0.280904601094962,1791.15400335381
"169",22.63596,2012-07-05 17:00:00,0.54582,-2.676,710.73367,252.73467,34.86533,13.217,10.302,0.355596872172948,1790.59686148344
"170",22.28064,2012-07-05 17:30:00,0.40115,-4.876,765.36567,267.971,35.51833,13.238,10.322,0.350121530797168,1734.7998662391
"171",22.41865,2012-07-05 18:00:00,0.4097,-3.786,553.40033,271.73467,34.38633,13.229,10.34,0.491027300254772,1780.12645991702
"172",22.11133,2012-07-05 18:30:00,0.46448,-4.697,524.471,181.14967,35.87933,13.236,10.364,0.345395017074347,1707.40334135203
"173",21.91101,2012-07-05 19:00:00,0.45408,-2.913,393.17367,144.11967,36.62667,13.248,10.391,0.366554733942382,1667.02610525003
"174",21.49703,2012-07-05 19:30:00,0.41682,-1.347,241.69267,121.46733,38.293,13.21,10.416,0.502569358019836,1582.65698587396
"175",21.07371,2012-07-05 20:00:00,0.22852,-0.246,169.61933,90.173,41.51533,13.195,10.449,0.531619833659289,1461.59383469989
"176",20.71539,2012-07-05 20:30:00,0.16135,2.545,88.734,63.25733,44.82867,13.171,10.482,0.712887168390921,1348.75058727439
"177",20.51973,2012-07-05 21:00:00,0.13802,3.967,50.61867,34.895,47.13333,13.124,10.501,0.689370147417939,1276.92436308234
"178",20.20441,2012-07-05 21:30:00,0.17459,5.054,14.18267,10.64333,46.18867,13.091,10.543,0.750446143074612,1274.68732397723
"179",15.32623,2012-07-06 03:00:00,0.23857,4.228,15.45567,11.77733,72.66433,12.297,10.658,0.762007082190549,476.205206846729
"180",15.09891,2012-07-06 03:30:00,0.26179,3.108,43.61467,35.22533,74.94267,12.234,10.671,0.807648665001936,430.183746546541
"181",14.85259,2012-07-06 04:00:00,0.29339,0.929,100.58067,65.28667,76.04,12.161,10.658,0.649097585052874,404.871813197369
"182",14.9876,2012-07-06 04:30:00,0.36157,-0.215,194.15033,116.419,75.309,12.082,10.639,0.599633284166965,420.868773291398
"183",15.34062,2012-07-06 05:00:00,0.33017,-1.109,283.45433,137.64433,72.84933,12.044,10.652,0.485596145241457,473.419621098328
"184",15.6223,2012-07-06 05:30:00,0.38405,-4.123,424.541,151.76033,69.72267,11.971,10.614,0.3574691961436,537.562702269547
"185",16.51031,2012-07-06 06:00:00,0.46699,-5.827,554.49833,170.899,64.83333,11.946,10.592,0.308204715422678,660.789666874869
"186",17.17666,2012-07-06 06:30:00,0.5183,-5.376,688.70433,175.74567,61.549,11.928,10.599,0.255183047854513,753.70538590855
"187",17.837,2012-07-06 07:00:00,0.48584,-9.767,779.63433,179.99267,59.28367,11.914,10.573,0.23086806605861,832.078607356581
"188",18.59568,2012-07-06 07:30:00,0.5457,-7.549,915.858,183.359,57.57833,11.921,10.564,0.200204616872921,909.213105172621
"189",19.09803,2012-07-06 08:00:00,0.74022,-10.416,1056.636,205.59633,54.793,11.954,10.544,0.194576306315515,999.794410058136
"190",19.55838,2012-07-06 08:30:00,0.69984,-11.306,1092.10433,264.68067,52.633,11.995,10.515,0.242358410940464,1078.00769849397
"191",20.10172,2012-07-06 09:00:00,0.79821,-11.032,1289.27267,239.88833,49.155,12.044,10.501,0.186064853139251,1196.79771200689
"192",20.37774,2012-07-06 09:30:00,0.80357,-10.167,1329.08533,205.01667,44.55833,12.097,10.487,0.154253955989417,1327.44193552177
"193",20.90308,2012-07-06 10:00:00,0.92456,-13.376,1414.805,203.91367,41.404,12.18,10.483,0.144128462933054,1449.10696076672
"194",21.1061,2012-07-06 10:30:00,0.89627,-12.91,1474.50167,218.27067,39.99067,12.29,10.472,0.148030127358214,1502.68129599273
"195",21.27811,2012-07-06 11:00:00,0.73568,-10.747,1505.681,252.17733,39.49067,12.407,10.461,0.167483902632762,1531.27157198762
"196",21.54712,2012-07-06 11:30:00,0.80243,-12.716,1539.791,255.058,38.506,12.544,10.457,0.165644558254984,1582.03446452651
"197",21.87147,2012-07-06 12:00:00,0.79907,-8.722,1501.84267,293.87033,37.37133,12.682,10.453,0.195673179268505,1643.46902141004
"198",21.94215,2012-07-06 12:30:00,0.77496,-12.133,1516.842,322.98467,38.10233,12.841,10.459,0.212932309363797,1631.30416909128
"199",22.33716,2012-07-06 13:00:00,0.88853,-12.505,1568.711,282.35533,36.53867,13,10.466,0.179991936054506,1713.22677141459
"200",22.35151,2012-07-06 13:30:00,0.71525,-10.542,1532.96167,265.09433,34.749,13.119,10.476,0.172929522758387,1763.07872759678
"201",22.72319,2012-07-06 14:00:00,0.63433,-8.943,1504.67467,246.074,34.23267,13.255,10.484,0.1635396706718,1817.57699396679
"202",23.01454,2012-07-06 14:30:00,0.75582,-7.634,1425.92767,240.695,33.806,13.356,10.495,0.168798884448325,1861.92471165509
"203",23.07289,2012-07-06 15:00:00,0.70884,-6.631,1375.549,246.41333,33.542,13.443,10.507,0.179138169559936,1875.95742369331
