"","PAR","Time","DiffRad","RelHum","AirTemp","SoilTempA","FricVel","NEE","DiffuseFract","VaporPressureDeficit"
"6985",12.87661,2020-04-16 05:30:00,12.77744,98.992,-0.34667,1.7385,0.44341,0.608,0.992298438797168,6.00521586464765
"6986",28.45917,2020-04-16 06:00:00,28.45667,99.12819,-0.36467,1.732,0.5252,-0.957,0.999912154852021,5.18703654541252
"6987",49.47928,2020-04-16 06:30:00,49.47928,99.1745,-0.32467,1.719,0.58845,0.632,1,4.92586479456725
"6988",77.53094,2020-04-16 07:00:00,77.53094,99.15306,-0.237,1.7275,0.61724,-0.164,1,5.08622516541425
"6989",101.32806,2020-04-16 07:30:00,101.32806,99.07081,-0.16867,1.7135,0.72857,-0.201,1,5.60803669157872
"6990",113.20106,2020-04-16 08:00:00,113.20106,98.91664,-0.08467,1.715,0.61491,-0.172,1,6.5786520026295
"6991",192.29133,2020-04-16 08:30:00,192.29133,98.47483,-0.00533,1.704,0.78833,2.698,1,9.31517454481354
"6992",291.85283,2020-04-16 09:00:00,291.85283,97.42672,0.165,1.692,0.69186,0.177,1,15.9125482584016
"6993",326.906,2020-04-16 09:30:00,326.906,96.67919,0.447,1.6915,0.65378,-0.16,1,20.9597868735926
"6994",422.85355,2020-04-16 10:00:00,422.8505,96.3332,0.79333,1.6915,0.61459,1.506,0.999992787100877,23.7311843752938
"6995",638.32317,2020-04-16 10:30:00,539.59389,94.94744,1.298,1.688,0.51478,-1.404,0.845330258025884,33.9121231100457
"6996",831.86262,2020-04-16 11:00:00,445.32666,92.83772,2.05933,1.679,0.73794,3.086,0.535336784335856,50.7716297368825
"6997",1101.80048,2020-04-16 11:30:00,524.41295,87.39347,3.256,1.6525,0.83714,2.637,0.475959994136143,97.3094890659319
"6998",1162.32674,2020-04-16 12:00:00,348.83227,83.24213,3.60867,1.665,0.74751,3.611,0.300115499364662,132.620173098214
"6999",1008.69388,2020-04-16 12:30:00,540.35523,74.07639,4.39,1.686,0.91216,-0.492,0.535697936424478,216.755308190773
"7000",937.34563,2020-04-16 13:00:00,457.39567,71.04407,5.00567,1.7265,0.96457,0.193,0.48796906430342,252.76847903764
"7001",671.02449,2020-04-16 13:30:00,404.21134,66.51506,5.07567,1.79,0.9092,-0.39,0.602379415392127,293.73541316874
"7002",271.44077,2020-04-16 14:30:00,215.47178,95.1055,0.686,1.97,0.6529,-3.01,0.793807724609682,31.4317982148945
"7003",843.42344,2020-04-16 15:00:00,280.90139,91.87756,2.584,2.046,0.77858,2.876,0.333049067263295,59.7750065416482
"7004",281.66461,2020-04-16 15:30:00,206.12928,88.64244,1.64033,2.0575,1.00086,1.536,0.731825272617671,78.1296213546981
"7005",691.29722,2020-04-16 16:30:00,321.33717,80.15815,3.77433,2.066,0.817,-0.607,0.464832145571192,158.872861958474
"7006",479.10551,2020-04-16 17:00:00,201.11683,71.91103,3.933,2.0435,1.20335,0.304,0.419775656514574,227.436101769733
"7007",368.1046,2020-04-16 17:30:00,136.01639,67.58022,3.876,2.0725,1.10015,-0.268,0.36950472773228,261.450770085593
"7008",241.3075,2020-04-16 18:00:00,99.76972,60.13061,3.742,2.102,1.11355,-0.045,0.413454699916082,318.50548607444
"7009",140.7945,2020-04-16 18:30:00,73.92711,57.84725,3.45033,2.129,0.93944,0.443,0.525071007745331,329.8813016345
"7010",59.74094,2020-04-16 19:00:00,43.49828,60.48903,3.10867,2.1325,0.65531,0.486,0.728115091593805,301.816610264593
"7011",13.27278,2020-04-16 19:30:00,12.44256,63.35428,2.60567,2.145,0.49613,1.002,0.937449426570771,270.101228449958
"7012",30.6235,2020-04-17 05:00:00,29.79422,71.87725,-0.44967,1.8235,0.72019,0.982,0.972920143027414,166.287435808965
"7013",106.99,2020-04-17 05:30:00,72.90156,71.89369,-0.42967,1.8125,0.8367,0.521,0.681386671651556,166.433200571796
"7014",213.7389,2020-04-17 06:00:00,110.92378,71.77806,-0.331,1.799,0.93427,0.473,0.518968610767623,168.326172965459
"7015",323.77839,2020-04-17 06:30:00,110.74144,70.80753,-0.03467,1.776,1.03883,-0.42,0.342028509067575,177.916443686322
"7016",447.91339,2020-04-17 07:00:00,120.29767,70.48564,0.085,1.7515,0.9992,-0.611,0.268573507034474,181.451342821405
"7017",579.09889,2020-04-17 07:30:00,135.93461,69.58717,0.367,1.734,1.08468,-0.291,0.234734709990551,190.844560052245
"7018",671.65355,2020-04-17 08:00:00,166.60972,67.00303,0.73033,1.713,0.96967,-0.334,0.248059017926727,212.582620211915
"7019",838.14483,2020-04-17 08:30:00,177.53423,62.001,1.41,1.686,1.07079,-2.118,0.211818081607686,257.107984066424
"7020",897.39051,2020-04-17 09:00:00,208.79078,56.97531,1.722,1.661,1.36393,-0.374,0.232664350328376,297.710092379215
"7021",901.68321,2020-04-17 09:30:00,320.96723,53.12731,2.178,1.6435,1.31368,-2.148,0.355964518846924,335.099950391709
"7022",950.31805,2020-04-17 10:00:00,513.07417,51.99928,2.50967,1.6285,1.29669,-3.465,0.53989732174402,351.383347207329
"7023",645.96603,2020-04-17 10:30:00,520.56022,54.08389,2.52933,1.6275,1.23472,-1.934,0.805863150419845,336.594419199044
"7024",939.78396,2020-04-17 11:00:00,652.71994,54.16297,2.79367,1.636,1.38335,-2.588,0.694542541458145,342.396170911321
"7025",801.68627,2020-04-17 11:30:00,685.05422,55.61008,2.32233,1.6425,1.40057,-1.282,0.854516592881153,320.638259610434
"7026",759.76666,2020-04-17 12:00:00,670.68466,56.42089,2.17767,1.6685,1.23142,-1.306,0.882750843528722,311.546301962993
"7027",558.22661,2020-04-17 12:30:00,546.56395,58.61153,2.27533,1.694,1.28971,-1.176,0.979107660238554,297.956735326747
"7028",476.53844,2020-04-17 13:00:00,474.6705,61.93189,2.26233,1.735,1.2634,-0.214,0.996080190299024,273.799095644799
"7029",481.83184,2020-04-17 13:30:00,469.19978,63.57394,2.29733,1.7685,1.13332,-0.953,0.973783260151508,262.644416525582
"7030",663.27548,2020-04-17 14:00:00,545.10478,63.12333,2.49933,1.7975,1.24293,-1.237,0.821837677460955,269.752264019974
"7031",316.04706,2020-04-17 14:30:00,312.07828,65.20081,2.215,1.826,1.26835,-0.691,0.987442439742993,249.443226544508
"7032",404.26483,2020-04-17 15:00:00,396.65505,62.62983,2.46833,1.8725,1.34751,-1.252,0.98117625023181,272.758856817623
"7033",428.59817,2020-04-17 15:30:00,406.72328,60.63364,2.7,1.8935,1.28244,-1.189,0.948961774615137,292.108677919303
"7034",373.94233,2020-04-17 16:00:00,351.06222,58.74767,2.80033,1.917,1.34526,-0.528,0.938813800513036,308.295039725279
"7035",375.29762,2020-04-17 16:30:00,346.07544,59.92,2.714,1.943,1.30485,-0.481,0.922135983702748,297.700442699902
"7036",276.02784,2020-04-17 17:00:00,214.39339,57.73494,2.78933,1.965,1.23069,-0.496,0.776709298598286,315.61665841466
"7037",203.88289,2020-04-17 17:30:00,163.299,55.30492,2.947,1.99,1.10071,0.226,0.800945091567027,337.522909503242
"7038",127.80223,2020-04-17 18:00:00,120.46472,54.10969,3.07733,2.009,1.08797,0.353,0.94258699554773,349.768914515672
"7039",93.43417,2020-04-17 18:30:00,63.95444,52.28267,3.49867,2.01,1.01702,0.409,0.684486628393017,374.707176627415
"7040",37.88156,2020-04-17 19:00:00,35.40694,51.79219,3.48033,2.005,1.11966,1.119,0.934674812758503,378.068323466795
"7041",10.82656,2020-04-17 19:30:00,10.30089,53.16756,3.20567,2.014,0.96664,1.028,0.951446258091213,360.211935786661
"7042",23.69889,2020-04-18 05:00:00,23.65411,71.09253,0.77,1.791,0.74325,0.801,0.998110460025765,186.771120611812
"7043",80.86289,2020-04-18 05:30:00,70.14217,70.75531,0.798,1.79,0.73529,0.451,0.867421013520541,189.332788516421
"7044",196.87983,2020-04-18 06:00:00,115.10128,70.34767,0.81467,1.7735,0.86057,-1.446,0.584627079371208,192.203350839346
"7045",316.24845,2020-04-18 06:30:00,145.54467,69.48128,0.909,1.771,0.89738,-0.919,0.4602225560315,199.172036657699
"7046",436.99139,2020-04-18 07:00:00,162.5061,68.42183,1.00133,1.7525,1.02162,-0.122,0.371874832591095,207.464551500801
"7047",558.87606,2020-04-18 07:30:00,183.06278,67.28125,1.17767,1.7225,0.94306,-1.944,0.327555236486601,217.708979053662
"7048",700.33889,2020-04-18 08:00:00,208.01383,66.02369,1.34,1.709,1.06269,-2.271,0.29701881898919,228.734964824192
"7049",825.77339,2020-04-18 08:30:00,207.86895,64.47456,1.45767,1.694,1.016,-1.068,0.251726384644097,241.196781102729
"7050",946.8001,2020-04-18 09:00:00,214.87183,61.40928,2.118,1.6965,1.08693,-1.785,0.226945297111819,274.710232866227
"7051",1075.01656,2020-04-18 09:30:00,259.96277,58.83744,2.63133,1.6665,1.09127,-1.348,0.241822107372932,303.947865592261
"7052",1135.11529,2020-04-18 10:00:00,250.41445,56.74572,3.09467,1.6665,1.33975,-2.502,0.220607062741618,330.083171598747
"7053",1061.8036,2020-04-18 10:30:00,311.28828,54.58672,3.515,1.681,1.19661,-0.802,0.293169358250433,357.026095184859
"7054",1109.93381,2020-04-18 11:00:00,317.017,52.34689,3.84133,1.722,1.17118,-1.645,0.285617932478334,383.362910874518
"7055",1192.74301,2020-04-18 11:30:00,318.9505,48.17944,4.30833,1.7735,1.36153,-1.607,0.267409238474598,430.811340433726
"7056",1286.26984,2020-04-18 12:00:00,320.574,44.82919,4.61,1.821,1.48502,-2.075,0.249227642622795,468.468817691775
"7057",1177.90103,2020-04-18 12:30:00,306.61834,43.4615,4.82633,1.885,1.46598,-1.28,0.26030908556044,487.404000990166
"7058",1318.26926,2020-04-18 13:30:00,383.4519,40.69681,5.23067,1.9905,1.46235,-2.321,0.290875249567755,525.869323859249
"7059",1179.37269,2020-04-18 14:00:00,402.38934,41.30931,5.21633,2.0575,1.46269,-2.167,0.341189297846129,519.918260818077
"7060",976.8118,2020-04-18 14:30:00,563.84123,42.1905,5.091,2.109,1.39578,-2.615,0.577226063403411,507.657044480924
"7061",603.90113,2020-04-18 15:00:00,481.71983,43.73881,5.00333,2.1535,1.20496,-1.013,0.797679961287703,491.04735364641
"7062",558.15362,2020-04-18 15:30:00,486.1245,44.80561,4.63767,2.2065,1.22714,-1.247,0.87095108332362,469.577968171147
"7063",325.91206,2020-04-18 16:00:00,313.59434,45.91411,4.37333,2.2625,1.2637,-1.253,0.962205387551476,451.700208787525
"7064",210.39594,2020-04-18 16:30:00,210.32022,46.75581,4.058,2.304,1.17595,0.367,0.99964010712374,434.927523490312
"7065",111.28278,2020-04-18 17:00:00,111.10423,48.2988,3.621,2.3375,1.07211,0.175,0.998395528939877,409.514703816111
"7066",88.71105,2020-04-18 17:30:00,88.71022,48.97539,3.234,2.3625,1.17074,0.656,0.99999064378113,393.244458807094
"7067",83.15372,2020-04-18 18:00:00,83.15111,49.74981,2.97067,2.379,0.97,0.707,0.999968612348311,380.11154651221
"7068",69.10894,2020-04-18 18:30:00,69.09467,50.08633,2.847,2.386,0.87249,0.589,0.99979351441362,374.264085084246
"7069",47.9015,2020-04-18 19:00:00,47.16683,52.62375,2.621,2.3785,0.85601,0.687,0.984662901996806,349.573106845451
"7070",15.74867,2020-04-18 19:30:00,15.41211,57.23494,2.063,2.38,0.75617,1.097,0.978629306474769,303.230514017867
"7071",39.87872,2020-04-19 05:00:00,38.94856,83.44255,-1.07233,2.0535,0.35939,0.119,0.976675279447284,93.5379863206772
"7072",118.4244,2020-04-19 05:30:00,92.72284,82.31503,-0.75133,2.023,0.41381,-0.924,0.782970739138218,102.287617554186
"7073",127.87966,2020-04-19 06:00:00,112.14999,79.35486,-0.11433,1.9985,0.36499,-0.291,0.876996310437485,125.096082246552
"7074",133.90489,2020-04-19 06:30:00,133.90477,76.89447,0.38167,1.9725,0.42291,0.364,0.99999910384154,145.144671320775
"7075",211.27005,2020-04-19 07:00:00,211.26194,74.76125,0.728,1.9275,0.39843,0.37,0.999961613110803,162.572971009202
"7076",372.04006,2020-04-19 07:30:00,335.41044,70.21,1.35433,1.9065,0.57633,-0.297,0.901543882129252,200.758838356204
"7077",556.16482,2020-04-19 08:00:00,427.92956,61.72795,2.19133,1.8725,0.63883,-1.293,0.769429393250727,273.87341429226
"7078",914.41051,2020-04-19 08:30:00,544.74449,58.59039,2.797,1.832,0.65462,-0.785,0.595732971179432,309.397203080632
"7079",889.36703,2020-04-19 09:00:00,437.66067,59.31136,2.74233,1.815,0.8447,-1.402,0.492103546946192,302.830853052801
"7080",928.37607,2020-04-19 09:30:00,477.90311,55.72621,3.01567,1.8065,0.63816,-2.003,0.514773188843612,335.975139484022
"7081",681.72012,2020-04-19 10:00:00,523.30006,55.35255,3.33933,1.8215,0.77488,-1.903,0.767617156436574,346.671685372247
"7082",810.01842,2020-04-19 10:30:00,575.14494,54.55139,3.85333,1.851,0.73466,-2.161,0.710039334661056,365.937337871427
"7083",719.76532,2020-04-19 11:00:00,580.89312,54.50958,3.87133,1.9075,0.63244,-1.725,0.807059056415777,366.738841499196
"7084",920.60116,2020-04-19 11:30:00,612.34883,53.58844,4.54867,1.954,0.71877,-4.714,0.665161914416879,392.402495195996
"7085",868.08174,2020-04-19 12:00:00,575.59832,53.18028,4.90733,2.0015,0.83296,-4.515,0.663069263500462,405.912002033094
"7086",1274.69333,2020-04-19 12:30:00,486.97505,51.25439,5.57967,2.049,0.62081,-3.583,0.382033104385978,442.873995043464
"7087",1221.08459,2020-04-19 13:00:00,410.01856,50.91889,5.99133,2.101,0.76964,-4.147,0.33578227369162,458.836852437268
"7088",940.66623,2020-04-19 13:30:00,594.78272,49.4345,6.56667,2.155,0.69717,-2.386,0.632299428884568,491.877991081186
"7089",707.38568,2020-04-19 14:00:00,457.90911,49.9655,6.63333,2.23,0.65642,-2.108,0.647325953785211,488.952945243269
"7090",682.68468,2020-04-19 14:30:00,454.80355,47.76453,7.13867,2.309,0.70348,-2.733,0.666198558901307,528.502475370068
"7091",423.91026,2020-04-19 15:00:00,305.97849,46.60147,7.13833,2.377,0.82305,-0.616,0.721800151758535,540.257360989846
"7092",312.00195,2020-04-19 15:30:00,301.51994,47.44411,7.31067,2.4435,0.79149,-1.056,0.966404024077414,538.050163155059
"7093",364.56328,2020-04-19 16:00:00,320.84022,47.66003,7.24867,2.495,0.82767,-0.654,0.880067295861503,533.56845202809
"7094",412.06122,2020-04-19 16:30:00,357.8235,50.47022,7.19167,2.549,0.82822,-1.089,0.868374607054748,502.951740177853
"7095",336.0345,2020-04-19 17:00:00,318.66667,50.41789,7.41267,2.5825,0.84907,-1.125,0.9483153366693,511.162716563466
"7096",212.18122,2020-04-19 17:30:00,210.32756,51.88558,7.14533,2.6215,0.80455,-1.021,0.99126378856715,487.029371891747
"7097",116.74233,2020-04-19 18:00:00,116.32761,53.45644,6.873,2.666,0.77926,0.098,0.996447561051763,462.401093686103
"7098",51.76339,2020-04-19 18:30:00,51.68205,56.87408,6.574,2.6975,0.70266,1.488,0.998428619145693,419.721116144743
"7099",35.16233,2020-04-19 19:00:00,35.07406,58.93883,6.34033,2.726,0.60339,1.494,0.997489643035601,393.23696570886
"7100",41.12144,2020-04-20 05:30:00,41.12144,80.19828,2.91733,2.5915,0.35275,0.728,1,149.221511367164
"7101",140.04501,2020-04-20 06:30:00,140.04501,78.41339,3.41933,2.5235,0.35526,0.476,1,168.563750401923
"7102",194.82479,2020-04-20 07:00:00,194.82479,77.64111,3.71,2.5115,0.40538,0.315,1,178.216200604458
"7103",238.99284,2020-04-20 07:30:00,238.90311,75.04806,4.528,2.491,0.40224,-1.342,0.999624549421648,210.659423453941
"7104",480.12833,2020-04-20 08:00:00,394.91517,71.31619,5.49233,2.4775,0.40546,-0.92,0.822520033341919,259.027223315629
"7105",311.95606,2020-04-20 08:30:00,311.95606,66.66214,6.39367,2.48,0.3747,-0.897,1,320.449561341916
"7106",258.47578,2020-04-20 09:00:00,258.47578,65.46439,6.73867,2.4925,0.35491,-0.686,1,339.949265160868
"7107",289.10317,2020-04-20 09:30:00,289.10317,64.95311,6.876,2.522,0.43129,-1.669,1,348.255750099515
"7108",345.06261,2020-04-20 10:30:00,345.06261,60.74753,7.80167,2.579,0.41132,-0.623,1,415.570033756544
"7109",372.63617,2020-04-20 11:00:00,372.63617,59.44606,8.09,2.6225,0.38237,-1.174,1,437.867275289218
"7110",488.80283,2020-04-20 11:30:00,488.80283,57.67475,8.68367,2.657,0.49788,-2.52,1,475.788273693468
"7111",493.94456,2020-04-20 12:00:00,493.84128,56.04744,9.05333,2.694,0.40023,-1.279,0.999790907708347,506.588626324459
"7112",805.33583,2020-04-20 12:30:00,733.53761,53.22394,9.55867,2.741,0.47203,-2.245,0.91084685751533,557.807463429024
"7113",795.22933,2020-04-20 13:00:00,763.56044,51.72081,9.949,2.786,0.60299,-2.495,0.960176405968326,591.02082538192
"7114",792.50083,2020-04-20 13:30:00,701.75206,50.97978,10.25567,2.8565,0.66441,-2.156,0.885490630968803,612.541425889563
"7115",717.73384,2020-04-20 14:00:00,679.14417,50.31161,10.53567,2.9125,0.60366,-2.416,0.946234010646621,632.612467186932
"7116",545.00645,2020-04-20 14:30:00,537.78472,50.19344,10.621,2.994,0.70366,-1.591,0.986749276086549,637.736225830553
"7117",241.71933,2020-04-20 15:00:00,241.68561,50.50311,10.175,3.073,0.71937,-0.372,0.999860499365111,615.16912172954
"7118",291.69828,2020-04-20 15:30:00,291.69706,53.09975,9.86567,3.1605,0.62169,-0.265,0.999995817596182,570.94077467426
"7119",213.69501,2020-04-20 16:00:00,213.69501,54.07011,9.20333,3.2275,0.91129,-0.855,1,534.764951015188
"7120",130.77366,2020-04-20 16:30:00,130.77366,56.93761,8.75367,3.294,0.67479,0.732,1,486.374461532561
"7121",183.84117,2020-04-20 17:00:00,183.83622,58.2365,8.55867,3.3415,0.80944,0.381,0.999973074583892,465.51363372506
"7122",179.08128,2020-04-20 17:30:00,179.08128,59.06353,8.35667,3.3875,0.71297,0.048,1,450.083652649775
"7123",173.34839,2020-04-20 18:00:00,173.08522,60.12186,8.17633,3.405,0.80441,0.277,0.998481843413717,433.106885750403
"7124",154.05134,2020-04-20 18:30:00,126.74521,58.90506,8.10067,3.434,0.63822,0.486,0.822746559685881,444.030850128706
"7125",98.70761,2020-04-20 19:00:00,69.27122,59.09328,7.883,3.455,0.45809,0.167,0.701781959871179,435.492443431377
"7126",30.4555,2020-04-20 19:30:00,25.88572,61.31908,7.53433,3.4795,0.41039,1.636,0.849952225378011,402.110120617552
"7127",12.32578,2020-04-21 04:30:00,12.18928,88.60333,0.73367,2.944,0.36266,1.026,0.988925650141411,73.4406623285668
"7128",374.41439,2020-04-21 06:30:00,108.39039,79.67936,1.71133,2.759,0.43449,1.269,0.289493120176284,140.50143930593
"7129",505.98349,2020-04-21 07:00:00,120.01178,72.05347,2.77633,2.686,0.44999,-0.857,0.237185169816509,208.499444341031
"7130",638.12895,2020-04-21 07:30:00,131.15506,61.62508,4.11733,2.624,0.4547,-1.582,0.205530653326416,314.778022395352
"7131",766.54444,2020-04-21 08:00:00,144.66744,53.08322,5.549,2.5775,0.44205,1.516,0.188726748836636,425.350944795264
"7132",896.78084,2020-04-21 08:30:00,157.37583,46.83322,6.68867,2.556,0.61101,-2.215,0.175489732809189,521.54617477828
"7133",1010.50086,2020-04-21 09:00:00,160.39906,39.86897,7.59667,2.536,0.66907,-1.971,0.158732235022541,627.765347125097
"7134",1110.83353,2020-04-21 09:30:00,177.78405,31.69328,8.39233,2.5175,0.80628,-2.383,0.160045628078944,752.831607128055
"7135",1171.10507,2020-04-21 10:00:00,294.52344,28.71189,8.726,2.5225,0.73708,-2.545,0.251491900722452,803.667129122172
"7136",1181.73048,2020-04-21 10:30:00,333.12489,26.74758,9.23333,2.561,0.76121,-3.028,0.281895826195496,854.610292880352
"7137",1258.61631,2020-04-21 11:00:00,215.18528,27.41775,9.65367,2.6135,0.75345,-2.783,0.170969721503132,871.093248725447
"7138",1312.23693,2020-04-21 11:30:00,178.8796,27.28647,10.17467,2.68,0.78943,-1.882,0.136316541556257,903.695780447835
"7139",1328.2354,2020-04-21 12:00:00,189.22077,25.49042,10.426,2.755,0.68567,-2.026,0.142460267208659,941.706723455961
"7140",1319.8469,2020-04-21 12:30:00,179.74994,22.86281,11.125,2.8385,0.78623,-2.127,0.136189992945394,1021.36948516561
"7141",1297.9042,2020-04-21 13:00:00,182.2585,20.50292,11.66767,2.9165,0.72615,-2.133,0.140425233233701,1091.15467720987
"7142",1248.5797,2020-04-21 13:30:00,167.23167,20.20494,12.06833,2.9975,0.66846,-2.214,0.133937521169053,1124.59740270835
"7143",1192.74097,2020-04-21 14:00:00,159.07667,20.89764,12.441,3.079,0.63342,-2.459,0.133370676451233,1142.5124845337
"7144",1128.26037,2020-04-21 14:30:00,156.90122,21.64989,12.973,3.154,0.71138,-1.942,0.139064726699565,1171.81772172911
"7145",1044.22209,2020-04-21 15:00:00,162.13333,21.90339,13.03733,3.221,0.69488,-2.091,0.155267094569892,1172.95160953813
"7146",938.93389,2020-04-21 15:30:00,155.49717,23.2215,13.55867,3.2815,0.72187,-0.61,0.165610349840498,1193.06192429815
"7147",811.79427,2020-04-21 16:00:00,148.49461,26.97325,13.72933,3.34,0.65943,-1.694,0.182921480832822,1147.43667663303
"7148",691.89472,2020-04-21 16:30:00,145.56649,30.34592,13.83567,3.3925,0.64039,-0.611,0.210388207616326,1102.03529719941
"7149",551.31128,2020-04-21 17:00:00,137.28767,33.14622,13.76448,3.4335,0.62892,-0.815,0.249020244969412,1052.84722836271
"7150",415.98462,2020-04-21 17:30:00,120.38506,35.57803,13.768,3.484,0.70566,-0.938,0.289397862834448,1014.78206041023
"7151",288.05973,2020-04-21 18:00:00,103.73284,38.74789,13.47133,3.5325,0.70879,-0.477,0.360108787160218,946.397036701804
"7152",182.15273,2020-04-21 18:30:00,84.58711,44.88167,12.787,3.585,0.7289,0.297,0.464374648680808,814.380556924016
"7153",92.75206,2020-04-21 19:00:00,58.48994,49.10875,12.04267,3.644,0.72035,1.528,0.630605293294834,716.027473961478
"7154",30.45961,2020-04-21 19:30:00,25.40439,53.63894,11.10533,3.69,0.46287,1.051,0.834035301174244,613.063003929906
"7155",130.82205,2020-04-22 05:30:00,76.907,83.16783,1.43067,3.285,0.36961,-0.513,0.587874903351537,114.058869666328
"7156",252.69423,2020-04-22 06:00:00,100.31511,80.03478,1.56667,3.235,0.46535,-0.414,0.396982194646866,136.617954747177
"7157",374.16539,2020-04-22 06:30:00,115.20328,75.31297,2.06267,3.174,0.3981,0.799,0.307894003771968,175.042057705044
"7158",1007.94475,2020-04-22 09:00:00,175.192,50.72354,6.22233,2.9275,0.48757,-3.183,0.17381111415085,468.082927198887
"7159",1098.58103,2020-04-22 09:30:00,192.98045,44.72772,6.22767,2.8925,0.42661,-2.491,0.175663373688512,525.231713919475
"7160",1105.49994,2020-04-22 10:00:00,385.29077,42.34712,6.81733,2.9025,0.53275,-1.412,0.34852174664071,570.581911681364
"7161",1137.31711,2020-04-22 10:30:00,468.34356,41.5125,7.31133,2.936,0.60524,-3.91,0.41179681188477,598.803131309705
"7162",1221.55533,2020-04-22 11:00:00,452.05473,37.07103,7.77167,2.9825,0.45238,-3.908,0.370064882775306,664.873387095163
"7163",1071.40115,2020-04-22 11:30:00,683.49967,31.13414,8.19133,3.0425,0.53412,-3.809,0.637949352583764,748.698885278256
"7164",1113.29573,2020-04-22 12:00:00,629.26083,28.76211,8.46267,3.11,0.51948,-2.325,0.565223428998511,788.894256481989
"7165",1119.46673,2020-04-22 12:30:00,696.33856,28.94061,8.84,3.179,0.57986,-5.21,0.622027025314097,807.292893171849
"7166",1068.31829,2020-04-22 13:00:00,870.23855,23.09556,9.23759,3.249,0.58884,-4.618,0.814587336139307,897.4748806475
"7167",917.14782,2020-04-22 13:30:00,738.74744,22.84522,9.487,3.319,0.44551,-2.319,0.805483504283966,915.650404388549
"7168",759.3252,2020-04-22 14:00:00,604.86126,23.12505,9.612,3.39,0.51627,-3.497,0.796577355789061,920.03165184563
"7169",935.29958,2020-04-22 14:30:00,623.177,23.61278,9.71833,3.4615,0.55063,-1.283,0.666285982936077,920.749439458267
"7170",424.5739,2020-04-22 15:00:00,411.07167,25.121,9.75167,3.5315,0.59899,-1.362,0.968198162911098,904.592838128186
"7171",474.93956,2020-04-22 15:30:00,454.51277,25.13456,9.65933,3.606,0.42512,-1.788,0.956990758992576,898.836664430788
"7172",447.35406,2020-04-22 16:00:00,414.50717,26.85344,9.57067,3.661,0.49623,-1.239,0.926575182976991,872.981517184203
"7173",551.54862,2020-04-22 16:30:00,428.59811,26.56242,9.94933,3.6985,0.57629,-0.518,0.777081284329929,899.022940164022
"7174",300.44677,2020-04-22 17:00:00,289.43145,25.80997,9.88033,3.738,0.49205,-1.127,0.96333686662699,904.041830685168
"7175",264.32684,2020-04-22 17:30:00,213.52384,24.48061,9.749,3.7765,0.43726,-0.488,0.807802340466068,912.165668391757
"7176",176.54672,2020-04-22 18:00:00,135.96978,24.48317,9.54967,3.819,0.50606,-0.424,0.770163161343354,899.998047137147
"7177",177.49966,2020-04-22 18:30:00,116.96378,25.07667,9.34933,3.8425,0.39548,-0.123,0.658952135457612,880.964692955996
"7178",99.4585,2020-04-22 19:00:00,66.02139,25.72994,9.184,3.861,0.35362,0.398,0.663808422608425,863.604849723324
"7179",154.82089,2020-04-23 05:30:00,86.13856,81.59908,0.358,3.1565,0.37206,0.312,0.556375564046945,115.39284868984
"7180",269.34729,2020-04-23 06:00:00,106.45195,80.7145,0.48867,3.096,0.3874,0.54,0.39522190848848,122.091550682592
"7181",381.90922,2020-04-23 06:30:00,116.11655,77.31339,1.11,3.0415,0.4318,-2.194,0.30404227999523,150.221083422676
"7182",516.13111,2020-04-23 07:00:00,131.98251,71.68136,2.05233,2.97,0.42891,-0.506,0.255715083711966,200.643335563758
"7183",644.72139,2020-04-23 07:30:00,141.924,66.93128,2.93267,2.906,0.46612,-0.218,0.220132296215579,249.470395384388
"7184",775.11533,2020-04-23 08:00:00,153.29506,61.76922,3.82867,2.8665,0.50453,-2.312,0.197770646595262,307.287213452126
"7185",909.26312,2020-04-23 08:30:00,167.5795,54.42224,4.84933,2.8515,0.4986,-4.508,0.184302537201773,393.546432787698
"7186",1027.11912,2020-04-23 09:00:00,171.4985,44.04699,5.323,2.845,0.87961,-4.074,0.166970409430213,499.362470427997
"7187",1118.4566,2020-04-23 09:30:00,177.36867,35.7695,5.27233,2.825,0.55744,-2.122,0.158583417541637,571.217388069945
"7188",1190.25227,2020-04-23 10:00:00,177.94066,35.14517,5.81133,2.8325,0.65778,-3.651,0.149498274008753,598.783448546219
"7189",1251.23237,2020-04-23 10:30:00,168.28311,28.73344,5.99233,2.8785,0.57486,-1.531,0.134493891010828,666.284608617013
"7190",1302.1104,2020-04-23 11:00:00,176.70168,29.28803,6.51133,2.932,0.69375,-2.981,0.13570406933237,685.234879558066
"7191",1324.97107,2020-04-23 11:30:00,207.27761,28.42067,6.873,2.972,0.60942,-3.045,0.156439347766287,711.126533452072
"7192",1278.59663,2020-04-23 12:00:00,318.89967,26.82339,7.27567,3.0365,0.72724,-2.461,0.249413820213182,747.364408550855
"7193",1167.691,2020-04-23 12:30:00,420.56444,28.18942,7.833,3.1035,0.88136,-3.333,0.360167578580292,761.892591326489
"7194",1215.86807,2020-04-23 13:00:00,352.21094,30.53306,7.83333,3.174,0.86865,-2.88,0.289678583302216,737.043735145401
"7195",1187.27027,2020-04-23 13:30:00,279.17439,31.92939,7.99167,3.2475,0.79555,-2.191,0.235139712544137,730.065069684384
"7196",1108.93459,2020-04-23 14:00:00,313.90278,37.27347,8.10367,3.3125,1.01881,-3.295,0.28306699315782,677.898572919698
