"","PAR","Time","DiffRad","RelHum","AirTemp","SoilTempA","FricVel","NEE","DiffuseFract","VaporPressureDeficit"
"1",30.25672,2019-01-02 10:30:00,30.25306,92.29556,-7.834,1.2025,1.09307,0.389,0.999879035136657,26.1049106511998
"2",53.21789,2019-01-02 11:00:00,53.21789,91.41614,-8.04067,1.21,1.1177,0.599,1,28.6201350258376
"3",62.78389,2019-01-02 11:30:00,62.78389,91.13969,-8.27467,1.213,1.12814,0.672,1,29.0072143586809
"4",57.46667,2019-01-02 12:00:00,57.46667,91.10208,-8.52233,1.22,0.91383,0.248,1,28.571493891735
"5",47.78472,2019-01-02 12:30:00,47.77478,89.92925,-8.882,1.209,0.92269,0.646,0.999791983713622,31.4381011937259
"6",24.71961,2019-01-02 14:30:00,22.37456,87.77111,-9.32267,1.231,0.84568,-0.132,0.905134021127356,36.8739881857798
"7",10.507,2019-01-03 09:30:00,10.09406,91.37039,-14.237,1.219,0.43171,0.452,0.960698581897783,17.5116789067604
"8",32.46756,2019-01-03 10:00:00,27.56344,91.02039,-13.79633,1.225,0.47316,0.535,0.848953232087659,18.8940818347225
"9",59.86161,2019-01-03 10:30:00,44.9685,90.84025,-13.74367,1.2285,0.39496,0.301,0.751207660468871,19.3565398066822
"10",84.25244,2019-01-03 11:00:00,57.86456,90.97567,-13.71167,1.215,0.36236,0.444,0.686799812563292,19.120467393847
"11",106.24105,2019-01-03 11:30:00,68.67689,91.14772,-13.81467,1.215,0.39429,0.223,0.64642518122703,18.5981594943095
"12",27.99611,2019-01-04 10:30:00,27.99294,99.38503,-3.873,1.1415,0.4057,1.279,0.999886769983401,2.82131384243962
"13",53.05206,2019-01-04 13:00:00,53.05206,99.99981,-2.452,1.11,0.45472,0.798,1,0.000969362174146227
"14",31.24206,2019-01-04 13:30:00,31.24189,99.96803,-2.55967,1.107,0.37914,0.113,0.999994558617454,0.161807626028292
"15",20.59644,2019-01-04 14:00:00,20.59494,99.90039,-2.86067,1.1025,0.41671,0.636,0.999927171880189,0.492974649739836
"16",40.21694,2019-01-07 10:00:00,35.077,100,-0.297,1.1165,0.35059,-0.091,0.872194652303233,0
"17",52.3335,2019-01-07 10:30:00,47.43944,100,-0.372,1.118,0.40809,-0.137,0.906483227760421,0
"18",66.48844,2019-01-07 11:00:00,62.39878,100,-0.46467,1.109,0.39688,0.148,0.938490660932938,0
"19",88.52739,2019-01-07 11:30:00,81.376,100,-0.57733,1.1165,0.41967,-0.261,0.919218334574192,0
"20",98.62161,2019-01-07 12:30:00,94.39289,99.96372,-0.77733,1.115,0.36438,0.07,0.957121770776202,0.209439658489373
"21",79.97461,2019-01-07 13:00:00,79.123,99.54058,-0.91,1.1135,0.36127,0.007,0.989351495430862,2.62650544330086
"22",43.99172,2019-01-08 13:00:00,43.99172,100,-2.55633,1.185,0.39214,-0.11,1,0
"23",183.23177,2019-01-11 12:00:00,126.59395,99.48797,-1.72567,1.2325,0.76485,0.275,0.690895197923373,2.75673086248639
"24",108.74505,2019-01-11 13:00:00,84.02911,98.25575,-1.605,1.2275,0.76628,0.285,0.772716643194334,9.47492480688322
"25",77.43866,2019-01-11 13:30:00,70.55394,97.59442,-1.59,1.233,0.80905,0.889,0.911094535984998,13.0817966321671
"26",54.94717,2019-01-11 14:00:00,54.92394,96.84378,-1.45067,1.2235,0.7561,0.516,0.999577230274098,17.3410580045778
"27",36.74539,2019-01-11 14:30:00,36.74033,97.02855,-1.27633,1.2265,0.95256,0.621,0.999862295651237,16.536779412648
"28",12.30394,2019-01-11 15:00:00,12.15483,97.79464,-1.06,1.2275,0.96093,0.782,0.987881117755776,12.4700241111466
"29",16.89983,2019-01-12 09:30:00,15.56944,90.44155,-3.85433,1.297,0.49468,0.283,0.921277906345803,43.9131644675943
"30",43.618,2019-01-12 10:00:00,34.26078,91.44897,-4.02767,1.299,0.43308,0.336,0.785473428401119,38.7757651031289
"31",73.73711,2019-01-12 10:30:00,50.39439,91.66361,-4.034,1.301,0.47833,0.276,0.683433212937149,37.7844343777404
"32",103.74966,2019-01-12 11:00:00,63.84244,91.08458,-3.931,1.3025,0.41337,0.154,0.615350835848522,40.7234235812454
"33",122.13873,2019-01-12 11:30:00,70.21339,90.78861,-3.81933,1.2995,0.47232,0.23,0.574865892252196,42.4302240595499
"34",140.03589,2019-01-12 12:00:00,76.226,90.83506,-3.75367,1.304,0.43854,0.352,0.544331885204572,42.4251048869783
"35",142.7894,2019-01-12 12:30:00,76.40661,90.17417,-3.66333,1.295,0.41961,0.317,0.535100014426841,45.7940733115848
"36",15.23633,2019-01-14 10:00:00,15.17478,97.9115,-4.489,1.245,0.40717,-0.199,0.995960313277541,9.14655508738548
"37",36.40094,2019-01-14 10:30:00,36.40094,97.51278,-5.175,1.255,0.50344,0.289,1,10.3405661760618
"38",62.85472,2019-01-14 11:00:00,62.59567,97.44525,-5.35433,1.257,0.45334,0.163,0.995878591138422,10.4773240271531
"39",84.75272,2019-01-14 11:30:00,83.11089,97.44958,-5.46967,1.2625,0.4191,0.242,0.980627996364011,10.3680243370595
"40",109.67739,2019-01-14 12:00:00,107.17955,97.55986,-5.455,1.269,0.41055,0.158,0.977225570375079,9.93081343784922
"41",64.15156,2019-01-14 12:30:00,64.15156,97.50525,-5.40333,1.2745,0.41176,0.542,1,10.1931308803676
"42",55.08356,2019-01-14 13:00:00,55.08356,96.88519,-5.48933,1.269,0.4501,0.179,1,12.643425477124
"43",27.48128,2019-01-14 14:00:00,27.48128,95.45272,-5.75767,1.27,0.41662,0.386,1,18.0836801202275
"44",20.78244,2019-01-15 10:00:00,20.77694,95.53078,-8.11167,1.3,0.585,0.376,0.999735353500359,14.8188941687553
"45",34.97883,2019-01-15 10:30:00,34.97883,95.22231,-8.345,1.3025,0.66989,0.228,1,15.5556411317723
"46",53.54683,2019-01-15 11:00:00,53.54683,94.99008,-8.49133,1.304,0.68812,0.379,1,16.1260969140503
"47",57.71694,2019-01-15 11:30:00,57.71694,94.63514,-8.54467,1.309,0.57023,0.17,1,17.1966198777663
"48",61.51011,2019-01-15 12:00:00,61.51011,95.24653,-8.44633,1.305,0.59437,0.196,1,15.3546088220633
"49",58.65928,2019-01-15 12:30:00,58.65928,95.04633,-8.53133,1.3065,0.63122,0.258,1,15.8951804786446
"50",52.46128,2019-01-15 13:00:00,52.46128,95.12225,-8.61733,1.3035,0.5236,0.338,1,15.5464824187064
"51",45.63761,2019-01-15 13:30:00,45.63761,95.23414,-8.65,1.3045,0.56606,0.383,1,15.1510191266245
"52",36.64233,2019-01-15 14:00:00,36.64233,95.14467,-8.62967,1.3,0.58065,0.185,1,15.4600665094075
"53",22.67289,2019-01-15 14:30:00,22.67183,95.03406,-8.51233,1.3015,0.56334,0.176,0.999953248130256,15.958275497725
"54",13.90344,2019-01-16 09:30:00,13.81078,95.62175,-7.45267,1.277,0.4687,0.322,0.993335462302855,15.280933392075
"55",27.10689,2019-01-16 10:00:00,27.10578,95.44939,-7.52167,1.276,0.43408,0.212,0.999959051001424,15.7976928187705
"56",43.78567,2019-01-16 10:30:00,43.78539,95.10494,-7.48567,1.28,0.45117,0.346,0.99999360521376,17.0410138859801
"57",46.39878,2019-01-16 11:00:00,46.39706,95.20386,-7.49767,1.2795,0.38018,0.254,0.999962930059799,16.6811063257774
"58",55.77983,2019-01-16 11:30:00,55.77983,95.4748,-7.516,1.2785,0.35049,0.32,1,15.7163957577901
"59",66.15967,2019-01-16 12:00:00,66.15967,95.57817,-7.54133,1.2785,0.40055,0.492,1,15.327216726294
"60",62.21311,2019-01-16 12:30:00,62.21311,95.40067,-7.535,1.276,0.36754,0.718,1,15.9503141580579
"61",50.15444,2019-01-16 13:00:00,50.15439,95.31639,-7.58533,1.2735,0.37447,0.466,0.999999003079289,16.1792435151017
"62",42.07728,2019-01-16 14:00:00,42.07728,95.77825,-7.793,1.2745,0.38286,0.627,1,14.3502433290786
"63",55.05367,2019-01-17 14:00:00,55.05367,92.765,-9.43633,1.2635,0.52961,-0.314,1,21.6210825904564
"64",21.87661,2019-01-17 15:00:00,21.85595,93.25842,-9.57867,1.2575,0.44124,0.086,0.999055612364073,19.9213292942022
"65",90.45578,2019-01-18 10:30:00,67.28067,92.2827,-12.84567,1.2055,0.41782,0.266,0.743796250499415,17.5493654799442
"66",60.01183,2019-02-09 12:00:00,60.01183,100,0.05867,0.744,0.49781,-0.412,1,0
"67",51.41806,2019-02-09 12:30:00,51.41806,100,0.28133,0.748,0.50769,-0.203,1,0
"68",48.44811,2019-02-09 13:00:00,48.44811,100,0.36467,0.744,0.66211,0.085,1,0
"69",49.14728,2019-02-09 13:30:00,49.14706,100,0.37967,0.7475,0.63972,-0.177,0.999995523658685,0
"70",41.943,2019-02-09 14:00:00,41.94272,100,0.32167,0.74,0.56353,-0.309,0.999993324273419,0
"71",41.8985,2019-02-09 14:30:00,41.89706,100,0.158,0.74,0.45732,-0.236,0.999965631227848,0
"72",27.84683,2019-02-09 15:00:00,27.846,100,0.153,0.745,0.58109,0.304,0.999970194093906,0
"73",22.58433,2019-02-09 15:30:00,22.57111,100,0.218,0.757,0.49982,-0.199,0.999414638379797,0
"74",58.91639,2019-02-10 10:30:00,58.91639,100,0.32933,0.7775,0.61494,-0.746,1,0
"75",89.98461,2019-02-10 11:00:00,89.98461,100,0.571,0.7675,0.56291,-0.583,1,0
"76",82.75928,2019-02-10 11:30:00,82.75928,100,0.81933,0.764,0.71598,-0.49,1,0
"77",73.67517,2019-02-10 12:00:00,73.67517,100,0.98433,0.763,0.56266,-0.147,1,0
"78",107.30278,2019-02-10 12:30:00,107.30278,100,1.17033,0.769,0.54462,0.053,1,0
"79",135.41828,2019-02-10 13:00:00,135.41828,100,1.382,0.76,0.75339,-0.028,1,0
"80",149.01555,2019-02-10 13:30:00,149.01555,100,1.60167,0.7565,0.73436,-0.06,1,0
"81",77.51861,2019-02-10 14:00:00,77.51861,100,1.65967,0.7675,0.78638,0.075,1,0
"82",83.30567,2019-02-10 14:30:00,83.30567,100,1.693,0.759,0.73506,-0.227,1,0
"83",54.38,2019-02-10 15:00:00,54.37939,100,1.68767,0.7585,0.69231,0.097,0.999988782640677,0
"84",38.18656,2019-02-10 15:30:00,38.186,100,1.603,0.754,0.86706,0.045,0.999985335154567,0
"85",15.16511,2019-02-10 16:00:00,15.09111,100,1.57967,0.76,0.72399,0.14,0.995120378289376,0
"86",164.90367,2019-02-12 09:30:00,80.84561,96.007,-6.78033,0.897,0.48947,0.368,0.49025961641727,14.6802488520285
"87",237.67222,2019-02-12 10:00:00,93.855,95.92242,-6.338,0.891,0.49656,0.276,0.394892596198243,15.5104119217992
"88",298.78194,2019-02-12 10:30:00,102.66866,95.94275,-5.83367,0.89,0.45323,0.289,0.34362404903054,16.041427109328
"89",348.4005,2019-02-12 11:00:00,113.29078,95.9893,-5.343,0.8865,0.35766,0.503,0.325173987982222,16.4625442370897
"90",374.7136,2019-02-12 11:30:00,127.78062,95.03792,-5.02,0.8815,0.6475,-0.486,0.341008759756785,20.8742255337207
"91",426.10245,2019-02-12 12:00:00,141.67633,94.46492,-4.74767,0.879,0.61339,0.528,0.332493582235915,23.7707839899845
"92",423.46028,2019-02-12 12:30:00,130.13477,93.47631,-4.515,0.8725,0.55795,0.205,0.307312813376499,28.5142875742633
"93",403.15355,2019-02-12 13:00:00,122.24656,92.65692,-4.17033,0.871,0.49311,0.266,0.30322580565147,32.9421008123308
"94",355.00155,2019-02-12 13:30:00,150.90545,91.86892,-3.833,0.8675,0.48313,0.365,0.425083918647679,37.4155426427133
"95",319.65283,2019-02-12 14:00:00,120.28583,90.44475,-3.66933,0.8675,0.65535,0.293,0.376301470567303,44.5129569145769
"96",256.82428,2019-02-12 14:30:00,99.23289,89.43678,-3.68067,0.8605,0.65884,0.402,0.386384379233926,49.1666853591119
"97",194.1511,2019-02-12 15:00:00,84.08078,87.98836,-3.84467,0.8675,0.66332,0.266,0.433068779934803,55.2236416109838
"98",123.73822,2019-02-12 15:30:00,67.45345,86.64183,-3.93833,0.864,0.55028,0.294,0.54513027583555,60.9831544459014
"99",63.45822,2019-02-12 16:00:00,44.62439,86.80614,-4.13533,0.871,0.43466,-0.08,0.70320897749732,59.3459241460953
"100",19.35133,2019-02-12 16:30:00,17.32144,87.80595,-4.53367,0.875,0.44529,0.346,0.895103333982729,53.2235603125644
"101",138.36261,2019-02-13 13:00:00,138.36261,99.69644,-3.02733,0.865,0.3669,0.448,1,1.48376610623183
"102",145.41539,2019-02-13 13:30:00,145.41539,99.89417,-2.705,0.8625,0.44784,0.286,1,0.529868518838668
"103",117.4335,2019-02-13 14:00:00,117.4335,99.99028,-2.40167,0.859,0.48057,0.431,1,0.0497762918716944
"104",103.58566,2019-02-13 14:30:00,103.58566,99.99994,-2.23567,0.855,0.497,0.184,1,0.000311070115230905
"105",52.65067,2019-02-13 15:00:00,52.65067,100,-2.07133,0.8535,0.59495,0.355,1,0
"106",26.89989,2019-02-13 15:30:00,26.89978,100,-1.90367,0.855,0.67165,1.155,0.999995910763947,0
"107",22.88217,2019-02-13 16:00:00,22.87589,100,-1.73433,0.853,0.59067,1.459,0.999725550505044,0
"108",401.26656,2019-02-14 10:30:00,218.29167,94.58656,-2.889,0.8835,0.43215,0.02,0.544006632399171,26.7348321037143
"109",249.1165,2019-02-14 11:00:00,226.29244,91.57072,-2.16433,0.8795,0.37294,-0.051,0.908379974831053,43.9333922625584
"110",179.50656,2019-02-14 11:30:00,179.45339,90.89839,-1.79933,0.87,0.55597,0.091,0.999703799125781,48.7364691425636
"111",192.03122,2019-02-14 12:00:00,192.03122,90.66106,-1.58233,0.8675,0.55619,-0.52,1,50.8148761051792
"112",181.81133,2019-02-14 12:30:00,181.81133,90.47378,-1.284,0.8775,0.46605,2.717,1,52.9856239897106
"113",243.91022,2019-02-14 13:00:00,238.25701,89.69856,-0.889,0.8675,0.52865,1.476,0.976822578406104,58.9841256515328
"114",271.58506,2019-02-14 13:30:00,258.36795,89.00819,-0.384,0.8625,0.6594,-1.983,0.951333442274034,65.306105422379
"115",230.75667,2019-02-14 14:00:00,219.21978,87.74908,0.33333,0.855,0.59801,-0.857,0.950004088722549,76.6885614779102
"116",190.23832,2019-02-14 14:30:00,178.72945,84.59028,1.06633,0.86,0.77102,-0.749,0.939502882489711,101.715781556881
"117",116.72727,2019-02-14 15:00:00,116.72727,85.71222,0.989,0.8505,0.83063,-0.642,1,93.7854000652628
"118",65.42117,2019-02-14 15:30:00,65.42117,86.87983,0.87933,0.8465,0.77919,-0.442,1,85.4418747641795
"119",21.71422,2019-02-14 16:00:00,21.70072,85.29694,0.99633,0.851,0.76358,0.246,0.999378287592186,96.5623799567724
"120",33.52878,2019-02-15 08:30:00,33.51089,64.07645,4.162,0.833,1.13941,0.4,0.999466428542882,295.597010391062
"121",96.73784,2019-02-15 09:00:00,85.6345,62.66081,4.30133,0.8315,1.15738,0.189,0.88522237006739,310.267641737581
"122",158.81816,2019-02-15 09:30:00,133.66633,60.15844,4.60833,0.833,1.26852,-0.283,0.841631271889814,338.264850757119
"123",315.04711,2019-02-15 10:30:00,174.72067,57.23275,5.216,0.8275,1.17072,-1.143,0.554585852255556,378.849915613772
"124",346.56083,2019-02-15 11:00:00,164.81983,55.0225,5.71,0.813,1.27422,-0.651,0.475587013108204,412.35387625773
"125",380.11495,2019-02-15 11:30:00,162.89394,54.08689,6.25633,0.81,1.11834,-0.584,0.428538630222252,437.159863436579
"126",403.02055,2019-02-15 12:00:00,180.21439,52.98281,6.75467,0.8035,0.97282,-1.116,0.447159307385194,463.320779214709
"127",413.82306,2019-02-15 12:30:00,194.11611,54.66086,6.792,0.8,1.15082,-1.197,0.469079973455322,447.933647255434
"128",194.29489,2019-02-15 13:30:00,150.59961,59.5255,5.76733,0.7975,1.13307,-0.788,0.775108444694557,372.549265964178
"129",129.46344,2019-02-15 14:00:00,122.99033,60.45839,5.57633,0.809,1.1113,-0.738,0.95000047889968,359.168503881154
"130",130.6065,2019-02-15 14:30:00,124.78311,60.54317,5.34933,0.817,1.11239,-1.093,0.95541270916838,352.785428075546
"131",131.8665,2019-02-15 15:00:00,118.43211,60.4355,5.085,0.8215,1.01344,-0.874,0.898121281750862,347.292275192866
"132",81.65684,2019-02-15 15:30:00,81.57944,62.12458,4.753,0.825,0.95995,-0.298,0.999052130844152,324.844374596582
"133",49.34911,2019-02-15 16:00:00,49.3375,65.43808,4.46133,0.8225,0.9712,-0.268,0.999764737398506,290.432243665625
"134",17.24911,2019-02-15 16:30:00,17.1575,70.02572,4.23933,0.838,1.09063,0.65,0.994689001345576,247.987281095295
"135",10.24061,2019-02-16 08:00:00,10.04472,99.05311,-0.17767,0.9,0.6766,0.621,0.980871256692716,5.71111589633347
"136",53.96739,2019-02-16 08:30:00,48.07428,98.93264,-0.491,0.9,0.62561,-0.18,0.890802390110028,6.29217909782381
"137",92.19078,2019-02-16 09:00:00,72.11406,97.92528,-0.44633,0.905,0.68295,-0.292,0.782226378820094,12.2706370332339
"138",159.18523,2019-02-16 09:30:00,102.11244,96.35089,-0.23367,0.91,0.64988,-0.969,0.641469312196867,21.9197376618553
"139",293.53556,2019-02-16 10:00:00,118.53505,92.94125,0.599,0.919,0.94441,-0.764,0.403818365311515,45.0457419132459
"140",351.92856,2019-02-16 10:30:00,119.98222,83.62947,1.47367,0.899,0.80372,-0.795,0.340927772386532,111.274153578272
"141",401.76245,2019-02-16 11:00:00,133.14878,75.533,2.018,0.905,1.02069,-1.037,0.331411708585509,172.928424986884
"142",433.74739,2019-02-16 11:30:00,154.37462,72.90653,2.452,0.8885,0.87239,-0.897,0.355909046507461,197.520792598769
"143",472.63539,2019-02-16 12:00:00,215.98189,70.67289,2.91633,0.8745,0.82112,-1.212,0.456973588033685,220.987110573649
"144",406.70377,2019-02-16 12:30:00,201.99994,67.5193,3.484,0.8665,0.81271,-2.131,0.496675848369933,254.795019621451
"145",338.42545,2019-02-16 13:30:00,193.32789,62.71253,4.24933,0.854,0.7981,-1.898,0.571256948908541,308.708523732229
"146",222.63583,2019-02-16 14:00:00,200.99534,63.15267,4.12133,0.845,0.7191,-1.022,0.902798709444028,302.332679014008
"147",233.05512,2019-02-16 14:30:00,178.69056,63.29347,4.13233,0.8455,0.74813,-1.237,0.766730891816494,301.410438479473
"148",192.45938,2019-02-16 15:00:00,131.99488,62.70681,4.21367,0.853,0.68819,-0.809,0.68583240785666,307.983386247433
"149",104.09761,2019-02-16 15:30:00,96.56617,64.50442,4.016,0.8515,0.65879,-1.158,0.927650212142238,289.091620488983
"150",46.46117,2019-02-16 16:00:00,46.46106,66.94936,3.474,0.853,0.59204,0.236,0.999997632431555,259.082708752787
"151",18.08361,2019-02-16 16:30:00,18.02522,69.23689,3.01333,0.865,0.54152,0.177,0.996771109308374,233.409519595788
"152",21.412,2019-02-17 08:00:00,19.29022,65.06503,-0.44433,0.956,0.76866,0.297,0.900906968055296,206.648112222945
"153",71.21072,2019-02-17 08:30:00,50.596,66.39658,-0.56767,0.961,0.91229,-0.415,0.710511001714349,196.987877497528
"154",144.0445,2019-02-17 09:00:00,76.69911,66.49972,-0.54267,0.9515,0.90603,-0.492,0.532468160880839,196.742567626405
"155",228.45267,2019-02-17 09:30:00,96.38956,65.06719,-0.33933,0.959,0.75245,-0.653,0.421923543287982,208.225674739062
"156",306.80339,2019-02-17 10:00:00,106.65911,62.63375,-0.05333,0.9535,0.97378,-1.165,0.347646452016062,227.423197934198
"157",370.6489,2019-02-17 10:30:00,112.60877,60.99014,0.21,0.945,0.79942,-1.109,0.303815200854501,242.017704053848
"158",425.54989,2019-02-17 11:00:00,118.32462,58.84531,0.51767,0.9475,1.00183,-1.639,0.278051111703965,261.087909252395
"159",469.17512,2019-02-17 11:30:00,124.36889,57.42856,0.71067,0.948,0.95182,-1.952,0.265079891704402,273.876269275128
"160",501.14178,2019-02-17 12:00:00,133.66772,56.98733,0.86633,0.938,0.93988,-1.771,0.266726354366223,279.846466765316
"161",505.7365,2019-02-17 12:30:00,133.54827,55.64283,1.03767,0.927,0.85134,-1.521,0.264066900451124,292.186101714167
"162",482.94844,2019-02-17 13:00:00,133.60289,53.95878,1.171,0.934,0.89755,-1.388,0.276640069486507,306.208833786655
"163",445.73445,2019-02-17 13:30:00,129.17183,53.31,1.19167,0.938,0.93584,-1.227,0.28979548248963,310.986559759601
"164",389.58772,2019-02-17 14:00:00,119.50077,52.04822,1.23267,0.931,0.77477,-1.255,0.306736490564949,320.335606537678
"165",320.49044,2019-02-17 14:30:00,106.84433,51.11256,1.28793,0.938,0.72268,-1.126,0.333377588423542,327.888328284234
"166",256.49317,2019-02-17 15:00:00,97.301,51.75086,1.12633,0.938,0.70344,-1.12,0.379351231847616,319.861646606092
"167",185.25028,2019-02-17 15:30:00,85.00311,51.65983,1.013,0.935,0.71991,-0.772,0.458855500785208,317.856323123567
"168",99.50222,2019-02-17 16:00:00,62.98761,52.08675,0.74833,0.936,0.57117,-0.306,0.633027182710094,309.082713227437
"169",33.68672,2019-02-17 16:30:00,29.37117,54.316,0.22333,0.941,0.37258,-0.095,0.871891653446818,283.69874625691
"170",61.56894,2019-02-18 09:30:00,61.56894,69.78306,-3.43267,1.0215,0.49464,0.439,1,143.286047962148
"171",103.04816,2019-02-18 10:00:00,103.04816,69.64933,-2.898,1.0165,0.545,0.32,1,149.789334040045
"172",92.97984,2019-02-18 10:30:00,92.97984,72.36283,-2.60033,1.0225,0.57312,0.542,1,139.455736958531
"173",91.51318,2019-02-18 11:00:00,91.51318,74.69428,-2.39833,1,0.60674,0.308,1,129.623190942722
"174",124.79566,2019-02-18 11:30:00,124.79566,79.13981,-2.25067,1.001,0.70886,0.735,1,108.029435623043
"175",155.30311,2019-02-18 12:00:00,155.30311,83.40411,-1.999,0.999,0.66399,0.111,1,87.5635255741801
"176",102.78878,2019-02-18 12:30:00,102.78878,83.80497,-1.68967,0.995,0.82247,0.77,1,87.4248938023464
"177",118.31,2019-02-18 13:00:00,118.31,81.11497,-1.15767,0.988,0.78541,0.055,1,106.020390911796
"178",147.35016,2019-02-18 13:30:00,147.35016,78.74422,-0.58733,0.9835,0.94086,0.518,1,124.425285004271
"179",130.98644,2019-02-18 14:00:00,130.98644,78.3912,-0.136,0.9835,0.91027,0.203,1,130.728683127462
"180",75.22006,2019-02-18 14:30:00,75.22006,80.66464,0.43567,0.9865,0.95714,0.079,1,121.937790449242
"181",49.16411,2019-02-18 15:00:00,49.16411,83.87631,0.88333,0.9675,1.01918,0.179,1,105.031904218024
"182",77.40289,2019-02-18 15:30:00,77.40289,85.78719,1.18867,0.9735,1.01103,0.132,1,94.6463391504658
"183",44.41011,2019-02-18 16:00:00,44.41011,87.31386,1.38133,0.963,1.08707,0.139,1,85.65984762209
"184",20.716,2019-02-18 16:30:00,20.668,89.20253,1.608,0.96,1.12105,0.318,0.99768295037652,74.104518064688
"185",14.66878,2019-02-19 09:00:00,14.606,100,1.81933,0.965,0.58874,0.497,0.995720162140273,0
"186",21.55039,2019-02-19 09:30:00,21.54417,100,1.78467,0.965,0.57293,0.378,0.999711374132904,0
"187",31.86628,2019-02-19 10:00:00,31.86589,100,1.83033,0.9685,0.74197,0.21,0.999987761357774,0
"188",46.69644,2019-02-19 10:30:00,46.69639,100,1.88333,0.96,0.65395,0.356,0.999998929254564,0
"189",84.29378,2019-02-19 11:00:00,84.29278,100,1.952,0.964,0.53751,-0.943,0.999988136728475,0
"190",71.90167,2019-02-19 11:30:00,71.90144,100,2.00467,0.964,0.52401,-0.389,0.999996801186954,0
"191",59.58117,2019-02-19 12:00:00,59.58061,100,2.024,0.9635,0.57108,0.027,0.999990601057347,0
"192",57.55872,2019-02-19 12:30:00,57.55844,100,2.02333,0.9635,0.53743,0.02,0.999995135402594,0
"193",76.75667,2019-02-19 13:00:00,76.75611,100,1.959,0.97,0.81809,-0.401,0.999992704217106,0
"194",70.98467,2019-02-19 13:30:00,70.98267,100,1.78633,0.963,0.78667,-0.83,0.999971824902475,0
"195",49.02717,2019-02-19 14:00:00,49.02711,100,1.716,0.964,0.62361,0.133,0.999998776188795,0
"196",40.21489,2019-02-19 14:30:00,40.2145,100,1.73333,0.971,0.66239,0.043,0.999990302099546,0
"197",28.21472,2019-02-19 15:00:00,28.21333,100,1.75367,0.971,0.55485,0.18,0.999950734935523,0
"198",22.87089,2019-02-19 15:30:00,22.86683,100,1.77267,0.967,0.63105,0.352,0.999822481766123,0
"199",13.34083,2019-02-19 16:00:00,13.20528,100,1.79033,0.9735,0.63419,0.708,0.989839462762062,0
"200",14.09006,2019-02-20 08:30:00,13.98617,94.75411,-4.75133,1.0455,1.14856,0.562,0.992626716990559,22.5225899001215
"201",37.63439,2019-02-20 09:00:00,37.62972,93.83919,-5.15933,1.0575,1.18368,1.82,0.999875911367236,25.6439843817159
"202",85.36978,2019-02-20 09:30:00,85.36833,91.67358,-5.51767,1.0775,1.16938,2.342,0.999983015066924,33.7250602108452
"203",129.09595,2019-02-20 10:00:00,129.0165,86.671,-5.78167,1.08,1.21275,0.55,0.999384566285774,52.9097670862011
"204",136.74556,2019-02-20 10:30:00,136.72995,90.34589,-5.93067,1.0885,1.05972,0.796,0.999885846385067,37.8878352203799
"205",356.39428,2019-02-20 11:00:00,227.42761,87.106,-5.87533,1.086,1.35869,0.655,0.638134848853354,50.8176652041263
"206",415.43472,2019-02-20 11:30:00,372.86883,78.11711,-5.93267,1.084,1.49114,0.685,0.897538920194249,85.8668893204261
"207",337.56972,2019-02-20 12:00:00,295.61683,78.67214,-6.08433,1.0875,1.38579,0.895,0.875720814058796,82.7222958783051
"208",266.64084,2019-02-20 12:30:00,249.2305,79.27431,-6.02533,1.091,1.37268,0.598,0.934704901169678,80.7510211255479
"209",233.07439,2019-02-20 13:00:00,232.06566,81.475,-6.01367,1.091,1.24106,0.557,0.995672068475649,72.2412427765021
"210",225.67861,2019-02-20 13:30:00,224.4841,83.96644,-6.04833,1.0925,1.21277,0.68,0.994707030497928,62.3596378995654
"211",194.11033,2019-02-20 14:00:00,194.1035,88.62958,-6.24567,1.092,1.20976,1.168,0.99996481382521,43.5588818906097
"212",148.30388,2019-02-20 14:30:00,147.95905,84.32192,-6.209,1.0925,1.22724,0.484,0.997674841683171,60.2303548310583
"213",108.88334,2019-02-20 15:00:00,108.68573,81.7653,-6.15733,1.099,1.27143,1.439,0.998185121801003,70.330359489108
"214",91.4575,2019-02-20 15:30:00,91.33667,81.41333,-6.379,1.1015,1.28867,0.652,0.998678839898313,70.4781044389932
"215",73.62372,2019-02-20 16:00:00,73.2485,79.22456,-6.39767,1.104,1.33939,0.645,0.994903544672831,78.6646577938288
"216",32.5355,2019-02-20 16:30:00,32.45,79.92419,-6.56367,1.102,1.26003,0.635,0.997372101243257,75.0510955947734
"217",96.77533,2019-02-21 08:30:00,60.48922,89.06267,-13.408,1.125,0.37636,0.459,0.625047933187105,23.756994144317
"218",180.219,2019-02-21 09:00:00,83.96811,87.64158,-13.102,1.127,0.46888,0.744,0.465922627469912,27.5228256909241
"219",269.90211,2019-02-21 09:30:00,102.02584,84.75689,-12.50333,1.134,0.45926,0.988,0.378010531299663,35.6406298749466
"220",349.29533,2019-02-21 10:00:00,112.31184,81.73833,-11.70533,1.13,0.42203,0.763,0.321538338345377,45.5426985417629
"221",412.37439,2019-02-21 10:30:00,118.2975,76.58744,-10.65433,1.1475,0.3864,0.142,0.286869172452732,63.5202189401121
"222",467.51733,2019-02-21 11:00:00,124.44955,67.86433,-9.70333,1.144,0.51335,0.063,0.266192378365953,94.0292803397431
"223",508.92122,2019-02-21 11:30:00,131.49361,61.14061,-9.02167,1.1515,0.54917,0.524,0.258377141357949,119.983924059323
